site,lat,lon,model,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
CN-Din,23.1733,112.5361,caraib,616.265047,662.4850413,651.3123202,652.8757963,665.7343861,623.6938543,623.1519148,660.9098863,634.7968669,657.2190155,648.0319885,684.9588729,673.9892638,620.9684592,662.5443897,667.6093192,676.1070141,681.7589031,671.7637833,708.2754556,666.589802,672.3497486,686.643397,678.8110678,700.0992875,659.0262684,685.9847402,717.511867,682.6997131,714.289211,709.8336061,717.3828136,738.3618522,707.9503096,691.3588109,726.6802166,719.7927074,719.888407,719.3314616,722.7955721
CN-Du2,42.0467,116.2836,caraib,584.5087793,497.8531259,717.2884141,606.5417489,589.8858839,615.6113722,630.1738194,748.9813237,784.5748417,520.4633477,706.4695394,759.2862246,758.8736962,603.6685982,730.5432036,757.1608034,708.5429391,718.181205,617.4610047,742.1084361,900.0229332,804.2125728,826.237495,837.3825542,860.9846314,850.1650901,796.4275908,899.5606809,919.7970539,796.2464886,711.0365384,803.8307151,895.4552686,931.0167962,790.5685661,862.0664958,794.3038253,931.925935,721.8040502,850.6776827
CN-Ha2,37.6086,101.3269,caraib,712.7660904,660.0477912,664.579442,718.0534681,724.4971087,687.0125865,719.6572812,747.9204221,719.5088852,646.116994,811.8738198,764.172426,796.4342447,698.0542497,784.030901,696.6992051,705.6000977,894.4387463,996.5093125,782.9343321,650.0863526,788.2150514,845.0838218,778.5491057,799.3444052,810.0909129,738.3735422,911.3017075,765.8312642,875.6901328,819.2786176,909.7115581,859.5458699,939.6355381,983.7954796,909.3483481,926.8593383,960.8837498,896.0569175,921.2991395
CN-HaM,37.37,101.18,caraib,615.1191283,606.222559,584.7742624,644.4217948,661.1743741,628.915528,620.2454117,678.9888125,626.3392001,584.1246131,686.0023989,648.9781193,725.2171292,621.0057999,675.4733591,607.3254703,609.7907446,745.2950866,818.2917696,753.8367909,595.6481621,722.1362181,796.277173,722.709184,765.5454444,756.9784046,707.7038409,825.9483494,700.4107828,782.1002567,757.3018883,810.6578653,820.8727546,820.6109458,872.1690016,816.8830553,808.1839271,857.5312063,795.1319241,782.2953682
CN-Qia,26.7414,115.0581,caraib,632.0084399,641.3121999,617.5980705,653.7845814,637.7020097,628.4145992,648.9177637,667.0103573,637.9541486,629.3410664,647.7314945,662.7301529,671.5630241,650.8634284,657.188661,670.0875789,692.6667994,696.7142093,674.6732811,696.516786,689.8750549,639.4419056,704.9827825,715.254716,703.9976121,716.2275327,709.4490665,756.4487901,722.0661953,748.4526875,718.891222,712.1594526,723.7690498,731.1481668,721.2294292,732.4805211,759.1911884,740.7647563,753.7457389,717.0496132
CN-Sw2,41.7902,111.8971,caraib,408.7041629,409.9537986,449.1488585,400.5106266,397.7382198,439.1997645,454.47759,496.0441785,514.8781578,434.7771667,467.5869699,461.6472552,446.4931685,479.1231967,561.6687718,429.9890508,538.2170991,595.220283,445.9405537,556.9873807,492.9989669,538.7617178,480.4705509,536.7013255,561.070477,583.5589797,459.2026716,632.9302352,596.9091473,688.3008993,506.8300509,650.3178225,686.1138085,638.7672405,499.2068073,568.8074204,549.6259458,696.9816758,501.9532194,635.5385925
CZ-BK1,49.5021,18.5369,caraib,486.1778069,503.904218,478.4138409,492.1088424,528.9863896,461.5832139,527.3915567,495.9628164,504.5395421,492.3663014,535.3953258,500.8679843,490.7908433,501.9475319,497.1761046,482.9328106,493.0116497,514.691059,536.772363,509.6088045,542.9485321,514.389247,495.5239271,533.1355145,535.2586028,509.1669032,529.5470028,528.9763767,518.4953476,523.506911,542.036059,564.1697178,499.8974984,503.5353572,517.8980434,525.9608344,516.8264962,545.3811058,523.0089749,529.6193699
CZ-wet,49.0247,14.7704,caraib,583.3348593,622.6319632,594.6716661,625.9453388,628.1394628,544.8414944,660.1051546,603.0612897,651.3199907,621.8995996,629.5361885,574.2635636,617.6514245,602.8198365,603.0779635,610.9953519,625.851947,626.1651096,619.9739505,549.5299041,595.343003,611.52162,633.5949145,611.1591117,624.2604624,599.2570078,611.0253765,614.4474382,585.1454612,621.2415903,647.286933,657.3194013,544.4679664,604.1681847,636.6247917,614.8550027,605.7826887,579.3598248,625.2643255,625.5414646
DE-Akm,53.8662,13.6834,caraib,564.1203776,623.375348,553.0967177,593.9836453,599.3193703,555.8578049,678.1643894,645.8608691,597.9006461,658.5893777,607.3908376,540.6770259,641.3889122,627.2389992,602.0147575,616.5582,672.4444708,587.9735543,564.2380915,657.8873489,593.124866,604.0924767,670.1689789,651.2199319,725.0690601,614.5688525,669.5676734,664.6785006,620.2110692,637.2824712,648.539241,634.8685656,561.1525146,578.3056144,574.8798685,606.148536,678.1497197,557.0954307,561.8085127,592.5692638
DE-Geb,51.1001,10.9143,caraib,551.4555441,611.7734146,561.0908155,614.4898016,601.1146296,526.4197374,670.1929673,612.5031266,595.1035415,615.2868746,659.4214684,560.9047142,615.41062,619.6924647,594.0850208,614.1733096,600.351565,565.6191315,581.3001617,593.0755129,540.8491248,649.6224469,612.2369849,654.0970802,584.4921187,538.7920687,591.9966214,580.5230828,598.714063,598.6300138,594.7203587,621.8232247,539.6318214,585.8094669,585.6350456,574.7591447,620.8323912,550.3686612,586.3380627,558.0632595
DE-Gri,50.9495,13.5125,caraib,579.7186847,596.9104719,615.516679,632.1001495,630.2348675,523.3378296,708.5676178,658.1591521,636.6197987,652.0720263,686.0347474,591.2752596,663.6336212,637.622305,602.9548987,661.6185956,643.5656925,625.1636018,649.7718579,601.6539023,623.7448716,676.6116025,648.4691984,687.3831049,687.8236641,626.0667246,635.9601239,638.7678966,621.3960064,619.6977982,654.9468425,693.5205803,546.0557705,641.1404505,680.874455,634.6457986,659.3577701,632.74148,654.9705164,634.323624
DE-Hai,51.0792,10.453,caraib,572.5796922,604.2232073,584.9730377,617.8718687,619.9652749,564.1460506,647.2122211,625.964338,607.4865401,626.7910991,649.5847564,611.3361894,625.1872705,612.0008616,607.7873946,619.9062393,594.1927632,598.3175341,630.0030757,610.5971491,585.2355015,648.9971411,613.5543334,658.1684982,609.404527,560.0382784,615.7724653,606.3306256,633.8000313,641.2528437,613.8718144,627.072907,585.0580775,618.1906821,615.735444,611.7454011,613.1221161,580.382024,603.5692007,568.2928216
DE-Kli,50.8929,13.5225,caraib,579.7186847,596.9104719,615.516679,632.1001495,630.2348675,523.3378296,708.5676178,658.1591521,636.6197987,652.0720263,686.0347474,591.2752596,663.6336212,637.622305,602.9548987,661.6185956,643.5656925,625.1636018,649.7718579,601.6539023,623.7448716,676.6116025,648.4691984,687.3831049,687.8236641,626.0667246,635.9601239,638.7678966,621.3960064,619.6977982,654.9468425,693.5205803,546.0557705,641.1404505,680.874455,634.6457986,659.3577701,632.74148,654.9705164,634.323624
DE-Lkb,49.0996,13.3047,caraib,560.4491427,559.3245754,566.4569002,602.2978973,631.6716,555.8984923,643.4726413,629.4401202,621.3352899,612.2426608,634.8355527,588.4701493,639.6279946,613.4892944,616.9010437,613.3245516,614.9320257,631.7970023,638.5324428,567.1342425,595.2192605,629.1803108,634.9139164,643.0931142,634.8178883,595.169584,607.9201112,609.7807364,611.3031695,647.9749308,634.5847547,657.4451246,551.7700313,614.0462547,642.0819288,639.0180238,626.5323069,616.5171729,634.1792321,607.2140949
DE-Obe,50.7836,13.7196,caraib,579.7186847,596.9104719,615.516679,632.1001495,630.2348675,523.3378296,708.5676178,658.1591521,636.6197987,652.0720263,686.0347474,591.2752596,663.6336212,637.622305,602.9548987,661.6185956,643.5656925,625.1636018,649.7718579,601.6539023,623.7448716,676.6116025,648.4691984,687.3831049,687.8236641,626.0667246,635.9601239,638.7678966,621.3960064,619.6977982,654.9468425,693.5205803,546.0557705,641.1404505,680.874455,634.6457986,659.3577701,632.74148,654.9705164,634.323624
DE-RuR,50.6219,6.3041,caraib,575.7783247,594.1300473,537.5070733,611.6950486,550.5687551,517.5992246,632.6351016,591.0911677,584.9953817,617.5560474,627.9893607,625.6194949,581.8140922,588.1113031,603.3871248,601.6118795,625.1816111,620.0236374,580.1325594,587.7371234,558.1282868,645.8315274,576.1672011,623.6261426,584.4461023,545.4267962,627.1306039,622.7617048,609.7583901,665.1243964,591.2649172,616.9690701,576.0864748,611.1811098,612.9803706,605.6589572,634.2152305,619.0084572,595.7762143,559.0380892
DE-RuS,50.8659,6.4472,caraib,575.7783247,594.1300473,537.5070733,611.6950486,550.5687551,517.5992246,632.6351016,591.0911677,584.9953817,617.5560474,627.9893607,625.6194949,581.8140922,588.1113031,603.3871248,601.6118795,625.1816111,620.0236374,580.1325594,587.7371234,558.1282868,645.8315274,576.1672011,623.6261426,584.4461023,545.4267962,627.1306039,622.7617048,609.7583901,665.1243964,591.2649172,616.9690701,576.0864748,611.1811098,612.9803706,605.6589572,634.2152305,619.0084572,595.7762143,559.0380892
DE-Seh,50.8706,6.4497,caraib,575.7783247,594.1300473,537.5070733,611.6950486,550.5687551,517.5992246,632.6351016,591.0911677,584.9953817,617.5560474,627.9893607,625.6194949,581.8140922,588.1113031,603.3871248,601.6118795,625.1816111,620.0236374,580.1325594,587.7371234,558.1282868,645.8315274,576.1672011,623.6261426,584.4461023,545.4267962,627.1306039,622.7617048,609.7583901,665.1243964,591.2649172,616.9690701,576.0864748,611.1811098,612.9803706,605.6589572,634.2152305,619.0084572,595.7762143,559.0380892
DE-SfN,47.8064,11.3275,caraib,706.2987853,675.6981358,703.2102142,701.6253942,703.1821977,706.5082218,713.6181997,679.0621853,710.3305285,687.3614271,714.3795842,743.0902887,744.8621963,684.4319351,695.424879,702.6502563,692.0645144,718.2645796,727.4696221,721.4482217,706.5832656,733.6794678,713.6018488,768.7067227,704.7049736,668.3060138,729.5383385,735.4717179,724.7935828,750.4083562,714.766126,738.4682546,729.3385831,711.2536486,706.6266404,736.9484781,710.3581977,726.7452589,728.0412497,680.9101232
DE-Spw,51.8923,14.0337,caraib,521.2867783,510.5329393,537.3710036,592.177728,544.5700344,486.9421955,789.0141213,706.2941189,630.302225,667.0770526,668.0949108,521.6903138,654.2318058,602.6434126,542.6026726,599.0392384,621.6024385,556.7685963,547.1016595,599.7249178,595.6524952,623.2456308,698.4491033,710.6563467,685.7762968,584.8586446,644.4841655,624.7213709,551.8170697,566.9104507,575.3417683,646.6149198,481.9909988,552.8949469,585.3475642,517.6272384,685.9260222,639.3435081,607.3194772,632.3746306
DE-Tha,50.9636,13.5669,caraib,579.7186847,596.9104719,615.516679,632.1001495,630.2348675,523.3378296,708.5676178,658.1591521,636.6197987,652.0720263,686.0347474,591.2752596,663.6336212,637.622305,602.9548987,661.6185956,643.5656925,625.1636018,649.7718579,601.6539023,623.7448716,676.6116025,648.4691984,687.3831049,687.8236641,626.0667246,635.9601239,638.7678966,621.3960064,619.6977982,654.9468425,693.5205803,546.0557705,641.1404505,680.874455,634.6457986,659.3577701,632.74148,654.9705164,634.323624
DK-Fou,56.4842,9.5872,caraib,491.3271031,470.6978888,450.2070713,463.9224138,440.8126003,416.9727235,499.5199634,502.9994128,490.0104345,533.4523287,528.115269,488.3175751,475.2578948,473.9708934,474.4211258,444.3637408,487.7796167,492.7498382,459.3837519,502.9440424,465.5956184,493.4631946,463.6009189,505.7614977,481.2602921,430.6207105,535.7948593,518.9989375,554.4780897,520.3959834,523.2948047,569.9650271,503.7564667,546.1221479,501.7931443,553.0687074,519.1950289,516.1458055,499.7857732,489.6875961
DK-NuF,64.1308,-51.3861,caraib,167.5357415,140.5102375,156.1215663,149.4871666,142.5649628,131.3305454,145.0869173,135.2488837,143.8136009,147.7736248,136.6939563,130.5161281,119.0329173,115.1349209,139.3376403,125.9911447,123.9597721,122.2155433,111.3042956,114.6633478,112.8480837,101.9535098,95.81103283,98.29530402,98.86092563,93.61490685,93.68561153,95.61926729,87.9946986,81.35296604,89.3027023,88.12776739,101.3992259,107.2545587,121.509516,115.237309,165.0558041,164.6235783,166.0706523,199.5341134
DK-Sor,55.4859,11.6446,caraib,495.1447444,520.9759518,478.5179004,464.7094907,446.5585392,423.766535,493.3441465,479.0645012,454.539287,513.765927,510.3891896,463.143013,479.0208121,556.2756813,538.7977222,507.6157734,516.4452997,508.8050534,508.0753562,523.6689847,495.1380584,456.8111109,484.5306266,512.8304523,460.4873251,435.6919705,488.40694,495.5089189,538.6159765,487.424448,541.1179276,541.5734874,467.3118195,516.498661,476.01928,554.5661403,572.9458801,514.6677179,477.4066511,507.6734832
DK-ZaF,74.4814,-20.5545,caraib,7.260382109,7.222362824,6.088115688,6.049762619,5.190656378,5.25202115,4.454613008,4.290862637,4.084757084,3.823956998,3.535142507,3.146276792,2.851459296,3.006538602,2.523958332,2.453588968,2.34253217,2.253486587,2.017032239,1.986683354,1.743225458,1.620829476,1.598484694,1.516109248,1.436068251,1.386042654,1.222292199,1.221291692,1.15025531,1.090558104,1.078885466,1.069880846,1.007515598,0.938146783,0.885453148,0.804411667,0.794073027,0.744380931,0.70402695,0.703693448
DK-ZaH,74.4732,-20.5503,caraib,7.260382109,7.222362824,6.088115688,6.049762619,5.190656378,5.25202115,4.454613008,4.290862637,4.084757084,3.823956998,3.535142507,3.146276792,2.851459296,3.006538602,2.523958332,2.453588968,2.34253217,2.253486587,2.017032239,1.986683354,1.743225458,1.620829476,1.598484694,1.516109248,1.436068251,1.386042654,1.222292199,1.221291692,1.15025531,1.090558104,1.078885466,1.069880846,1.007515598,0.938146783,0.885453148,0.804411667,0.794073027,0.744380931,0.70402695,0.703693448
ES-LgS,37.0979,-2.9658,caraib,376.1608446,399.5264639,353.3555045,344.6573832,325.6353095,383.5866378,344.4482743,338.2964607,385.7537521,365.1155224,310.1143699,355.9584981,308.8090401,351.0940109,325.7320363,380.6017824,361.3969526,356.7012154,424.3611776,386.2683414,332.1569787,371.5388061,313.7692387,355.9528265,290.8928683,408.2145766,404.2915713,328.9673576,315.0935936,356.8222764,369.2483009,371.7632589,374.233856,366.5242465,331.185155,393.9889623,402.5516774,396.1600777,385.1090882,401.8269749
ES-Ln2,36.9695,-3.4758,caraib,433.8473641,459.847667,405.0796408,406.1174981,379.6009289,472.9613794,402.8838522,431.184668,489.7342897,416.0342394,372.6960596,439.2237815,377.9741041,482.9591668,421.6811361,472.1672991,450.5872667,449.0798234,489.1126446,473.4763121,409.0389995,431.5661898,364.7183175,398.1977845,339.2572887,542.3245404,478.5062114,414.8049606,424.3928585,504.7573182,526.2393103,483.3797087,496.2079418,482.2694781,422.7696949,474.5105071,504.1586857,473.5490092,470.7432428,487.8653322
FI-Hyy,61.8475,24.295,caraib,488.5933767,543.5208208,478.7473429,532.6932912,465.4538755,416.9627193,451.4133371,425.4680738,462.1418326,447.8551967,484.7917726,408.653795,420.7186423,441.9348331,401.9940578,424.350827,416.8713316,451.244596,415.1911468,404.5433619,427.4624283,421.9526082,386.2346576,404.7758243,423.821231,387.2405155,423.4947308,440.2359648,377.9007311,409.5872678,421.9125821,359.6086947,407.2527471,428.1447766,445.5927058,419.1281667,492.9629457,501.0897748,409.2654474,432.5807166
FI-Jok,60.8986,23.5135,caraib,496.6541681,597.9510057,537.1815779,525.2404615,474.2163538,412.3039959,491.2910983,463.6449372,498.3947289,485.8352901,496.0161757,454.2021118,450.0739849,488.5200106,441.16577,440.9059807,434.3426179,472.8473156,437.4532092,436.1725568,451.6401306,438.3780054,426.2131243,483.2089492,594.1087144,509.4723954,561.1328395,546.4366438,461.1303257,522.5670944,504.2187201,419.0197751,477.4877005,504.3754524,472.4908041,475.5987224,584.2956931,549.3257964,494.5664339,479.614105
FI-Lom,67.9972,24.2092,caraib,317.102948,327.4015429,298.7011975,349.2517309,275.8885257,248.841348,274.4367786,309.0578385,365.0801726,314.4239132,382.5087526,344.2461768,323.3174649,315.1599496,321.5005294,312.2301181,295.4512016,292.4249862,293.7696712,273.9662017,269.6923501,276.9984256,270.8092498,240.2289404,270.8982995,258.1657879,284.3641951,464.339624,427.134594,391.7117988,370.8391127,348.0167718,327.6393413,369.5170995,354.7362034,298.1135612,333.6237348,307.9232488,301.8101187,333.9822567
FI-Sod,67.3619,26.6378,caraib,406.7254786,419.6721121,344.6963966,420.1293399,337.7528557,304.8653512,326.580136,307.3729609,335.2922559,296.061511,372.9041699,324.3730009,334.5598807,328.8202783,304.930056,315.5528272,307.0257923,313.5384569,299.9184826,270.0902229,273.5980171,312.5272735,262.5817101,246.1009497,280.3828246,278.4665145,241.2974865,287.4737809,253.8282279,289.9630621,272.7389131,270.7942506,251.5150466,275.834826,289.723597,227.9016268,303.928876,292.5076984,286.2144728,293.2734196
FR-Fon,48.4764,2.7801,caraib,775.6456116,654.7640876,651.6641678,628.9231931,639.8948038,552.1115404,778.6915078,597.2109545,611.6496926,575.4334813,618.47718,562.5528814,569.1999591,542.3008666,472.5418274,543.0662434,573.4384582,552.6304764,492.6814751,474.0345979,497.8814633,511.2443039,537.8685859,578.839237,532.7553119,448.387471,548.9596063,497.089724,558.949048,548.7171516,555.2678331,473.928199,490.8238482,480.9594719,494.6914984,502.1169594,534.0636483,495.6306527,490.3526107,485.2920143
FR-Gri,48.8442,1.9519,caraib,583.5676512,572.3945979,581.8741254,567.9856699,571.0575727,481.2679584,687.2393538,585.6680613,588.7086144,581.1157309,586.5315077,574.556035,561.9132313,550.9889879,488.1724949,505.2065551,567.9129775,556.61752,503.0100871,486.1768095,478.9284289,512.6283435,555.6213452,596.3181778,523.5105818,427.7585746,524.6281543,530.7592936,551.5726124,599.2053183,555.6923845,503.4499871,479.05616,480.2594428,487.9207075,512.0800658,568.7437262,498.4464187,484.9621847,511.0045092
FR-LBr,44.7171,-0.7693,caraib,696.2379751,620.2274126,669.4646208,679.2666225,701.7858258,747.933433,772.7334461,669.532975,735.1725579,727.4936417,719.3871587,760.8433575,705.5350684,718.6877961,640.7635835,833.0796762,999.6822665,961.302955,847.2786174,862.5971106,827.1756668,883.0469034,751.3475219,824.3688709,722.7205354,746.5897349,735.4553805,721.9194486,806.1959196,790.8237143,731.2181984,701.744462,719.1560346,698.4290994,701.330579,896.8389748,842.5808788,836.426389,772.7498061,685.9060228
FR-Pue,43.7414,3.5958,caraib,780.9660201,765.9800019,757.9522271,780.7779072,792.2927791,792.1614072,821.8879411,713.4831306,770.8188076,791.9219504,808.4800856,845.393968,822.6356854,786.0429498,775.0753307,787.0587866,819.0651633,825.3210438,818.1737124,871.0981222,808.0295061,850.1490663,786.79334,817.32094,770.5563258,807.4905818,844.3497709,779.0143417,848.8250803,815.4103015,802.7187963,836.7392137,818.8140491,796.4465947,766.7190567,800.0741139,822.5996342,830.2902264,804.4193408,770.3278865
GF-Guy,5.2788,-52.9249,caraib,1429.796013,1421.08694,1512.697814,1396.182861,1424.617402,1411.117141,1580.841339,1494.481162,1473.445053,1557.285599,1527.337298,1477.19197,1541.708655,1475.803569,1474.001985,1551.47031,1528.861065,1505.30636,1335.663899,1387.990293,1467.420285,1498.759005,1466.893728,1456.890576,1496.401146,1474.326497,1428.133206,1597.206394,1429.668295,1419.476411,1471.266928,1404.632186,1487.675672,1490.346382,1438.020253,1406.096931,1387.9593,1327.085162,1391.764572,1398.532721
IT-BCi,40.5238,14.9574,caraib,421.9802859,463.7980199,415.0780884,454.6413314,437.3368118,468.7278736,420.5178742,469.0270336,499.0780756,475.651426,469.9928574,484.9631807,455.5611347,498.1739328,448.4174943,500.8299776,513.3263705,491.4605211,500.8956823,470.4560956,483.8112637,511.1255773,481.0601956,516.3542451,528.2787019,511.1175764,455.8216059,540.5946626,633.9060865,526.6131665,501.7204376,571.2139875,473.9148683,526.864298,480.4502177,515.7412768,483.4490823,512.8978113,531.4449715,549.1363514
