site,lat,lon,model,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
DE-Kli,50.8929,13.5225,lpjguess,524.9900016,524.4714244,511.2099911,520.9299997,557.8999971,503.8253574,483.3299966,441.9700035,520.839992,456.9978575,518.1899998,569.9999927,573.2799976,474.5521458,523.11999,504.7699981,503.1200051,553.8321387,578.9200053,517.1599876,541.0699987,576.0703593,526.2600035,532.730001,508.9399995,470.9199963,543.830004,537.8099971,559.9299935,577.6628535,533.7799973,550.6100008,563.9999887,525.9435723,536.9099843,572.3800116,556.3399986,530.7214267,578.9399927,486.1200022
DE-Lkb,49.0996,13.3047,lpjguess,555.9900004,520.13964,530.2700011,513.4400037,547.6900049,537.6946429,519.8899979,454.310002,515.6400025,491.9996478,545.3400019,595.7000028,587.0799918,484.2567867,545.5299985,523.6800015,517.6699899,610.07071,613.7199927,586.1399994,570.0000037,635.458207,568.3400154,602.880005,564.5300021,503.7299983,594.7899983,586.8600022,618.2799973,622.2971408,540.7300121,569.6799947,627.1300002,565.7382108,572.8799981,600.3199976,620.0600032,611.9682155,594.7500008,569.350003
DE-Obe,50.7836,13.7196,lpjguess,524.9900016,524.4714244,511.2099911,520.9299997,557.8999971,503.8253574,483.3299966,441.9700035,520.839992,456.9978575,518.1899998,569.9999927,573.2799976,474.5521458,523.11999,504.7699981,503.1200051,553.8321387,578.9200053,517.1599876,541.0699987,576.0703593,526.2600035,532.730001,508.9399995,470.9199963,543.830004,537.8099971,559.9299935,577.6628535,533.7799973,550.6100008,563.9999887,525.9435723,536.9099843,572.3800116,556.3399986,530.7214267,578.9399927,486.1200022
DE-RuR,50.6219,6.3041,lpjguess,527.289999,511.4049968,522.6699949,550.9299946,534.4199933,548.4853624,493.1399975,447.2600031,504.9499989,522.9367835,523.7400028,574.9499952,559.1400027,499.2889402,528.3000018,527.3800024,529.9799988,547.4928537,603.499999,555.7499972,544.7199902,567.0932227,516.2000019,584.7500019,570.6600001,470.8435695,561.3999977,512.1600031,591.7800068,562.0139315,532.3999925,589.5699992,568.8099991,556.1628488,569.2099961,607.5499915,553.3100068,531.2785738,609.5700044,516.0100027
DE-RuS,50.8659,6.4472,lpjguess,527.289999,511.4049968,522.6699949,550.9299946,534.4199933,548.4853624,493.1399975,447.2600031,504.9499989,522.9367835,523.7400028,574.9499952,559.1400027,499.2889402,528.3000018,527.3800024,529.9799988,547.4928537,603.499999,555.7499972,544.7199902,567.0932227,516.2000019,584.7500019,570.6600001,470.8435695,561.3999977,512.1600031,591.7800068,562.0139315,532.3999925,589.5699992,568.8099991,556.1628488,569.2099961,607.5499915,553.3100068,531.2785738,609.5700044,516.0100027
DE-Seh,50.8706,6.4497,lpjguess,527.289999,511.4049968,522.6699949,550.9299946,534.4199933,548.4853624,493.1399975,447.2600031,504.9499989,522.9367835,523.7400028,574.9499952,559.1400027,499.2889402,528.3000018,527.3800024,529.9799988,547.4928537,603.499999,555.7499972,544.7199902,567.0932227,516.2000019,584.7500019,570.6600001,470.8435695,561.3999977,512.1600031,591.7800068,562.0139315,532.3999925,589.5699992,568.8099991,556.1628488,569.2099961,607.5499915,553.3100068,531.2785738,609.5700044,516.0100027
DE-SfN,47.8064,11.3275,lpjguess,639.170003,600.9078596,591.8700027,593.2500047,614.179996,622.7035723,581.8400082,517.6799948,602.2600102,596.0485761,653.4600173,664.5100027,683.1300014,582.5421423,639.5499942,637.9599992,620.4700064,648.5900018,640.6399971,661.3500113,665.3199994,729.6364288,620.4100046,714.8799914,624.4700006,555.6799959,667.9799986,654.1500066,634.6099951,684.7557009,665.6899988,654.4800006,758.5099979,644.1057041,630.0400078,687.5400032,657.5300025,651.332146,666.7500106,575.6899966
DE-Spw,51.8923,14.0337,lpjguess,459.590001,427.9553522,444.4399967,462.8599989,479.0700003,449.2389226,450.5400036,359.6700033,453.9300077,440.2307115,481.8600016,501.6100004,524.3100043,426.1507136,435.7600025,476.3000009,464.6699964,487.4064256,505.7500051,488.3700022,421.6799956,485.0760726,441.7900069,442.0600019,512.9299995,454.530001,530.9899939,481.6799998,530.2500094,544.8585707,460.9999966,503.6599975,487.6300065,507.1099957,471.8199969,505.2600039,544.3600013,449.1446428,537.8900004,441.1500049
DE-Tha,50.9636,13.5669,lpjguess,524.9900016,524.4714244,511.2099911,520.9299997,557.8999971,503.8253574,483.3299966,441.9700035,520.839992,456.9978575,518.1899998,569.9999927,573.2799976,474.5521458,523.11999,504.7699981,503.1200051,553.8321387,578.9200053,517.1599876,541.0699987,576.0703593,526.2600035,532.730001,508.9399995,470.9199963,543.830004,537.8099971,559.9299935,577.6628535,533.7799973,550.6100008,563.9999887,525.9435723,536.9099843,572.3800116,556.3399986,530.7214267,578.9399927,486.1200022
DK-Fou,56.4842,9.5872,lpjguess,447.8599921,376.0667869,336.3600043,400.4700012,364.0299959,333.168212,356.8999995,380.2700041,372.3800056,464.4864224,441.8900002,396.7600037,424.340003,416.5253534,364.5600019,335.8700029,431.0000034,416.6082143,387.5900056,451.5800039,348.8899975,440.6624984,406.0800063,427.3499915,413.8099984,320.2300013,443.1399959,374.7200049,480.8800061,435.4528612,442.319999,510.9799963,384.969998,537.9239288,408.2799974,559.6499958,475.2599965,508.6217888,431.6499972,463.0400023
DK-NuF,64.1308,-51.3861,lpjguess,0.250000002,0.189999996,0.260000007,0.339999997,0.329999999,0.389999989,0.369999989,0.359999995,0.409999995,0.330000003,0.299999996,0.239999994,0.270000008,0.259999995,0.32,0.27000001,0.319999989,0.319999993,0.230000003,0.300000001,0.310000001,0.210000002,0.260000008,0.22,0.239999997,0.310000001,0.309999993,0.379999992,0.309999991,0.41999999,0.459999993,0.409999996,0.479999987,0.300000005,0.279999994,0.219999995,0.379999994,0.429999999,0.280000005,0.439999999
DK-Sor,55.4859,11.6446,lpjguess,485.960001,464.7078519,448.1600059,482.7199974,489.0900014,455.1149971,446.4499938,410.6400016,431.3499944,418.8778605,476.7799998,480.0600021,492.5500006,476.5096466,449.3499976,472.0499999,429.01,488.3121475,516.4299999,506.7999962,481.6700023,500.4942835,457.2600008,482.2299883,495.4900003,423.9299962,474.8300003,452.5300002,510.7800032,484.1107073,467.9499931,537.0200071,500.3799946,505.761074,508.6800021,545.7000054,517.0499952,519.2578625,526.3800079,467.0000015
DK-ZaF,74.4814,-20.5545,lpjguess,0.119999995,0.1,0.1,0.1,0.09,0.099999996,0.079999997,0.09,0.089999998,0.119999998,0.079999997,0.1,0.070000001,0.080000004,0.080000001,0.089999997,0.11,0.129999996,0.1,0.149999995,0.139999996,0.080000004,0.099999996,0.129999996,0.109999996,0.099999996,0.11,0.1,0.079999997,0.09,0.139999997,0.169999997,0.180000003,0.170000002,0.139999997,0.100000001,0.119999996,0.159999996,0.099999996,0.139999996
DK-ZaH,74.4732,-20.5503,lpjguess,0.119999995,0.1,0.1,0.1,0.09,0.099999996,0.079999997,0.09,0.089999998,0.119999998,0.079999997,0.1,0.070000001,0.080000004,0.080000001,0.089999997,0.11,0.129999996,0.1,0.149999995,0.139999996,0.080000004,0.099999996,0.129999996,0.109999996,0.099999996,0.11,0.1,0.079999997,0.09,0.139999997,0.169999997,0.180000003,0.170000002,0.139999997,0.100000001,0.119999996,0.159999996,0.099999996,0.139999996
ES-LgS,37.0979,-2.9658,lpjguess,308.1199983,243.8535716,280.2300013,317.1899978,288.7499991,285.4060724,286.2200008,308.179999,293.1200038,309.069641,332.0299951,342.2399974,272.2199979,260.1485745,256.1900018,311.7900012,287.0099999,348.8546403,309.7200019,344.0999988,372.3600014,381.856424,336.0899985,337.639997,317.2700018,324.6628527,269.4599984,374.7199996,364.9399967,317.8592823,298.2799981,340.4299973,328.0000015,353.2207149,331.4100028,365.4000017,296.7800022,328.2367873,368.590004,358.1800007
ES-Ln2,36.9695,-3.4758,lpjguess,393.1800053,297.2239304,354.4500001,373.3399963,351.7199986,343.2028613,310.5500015,398.4799984,327.9300039,366.0174977,403.4799951,388.8599998,312.0300036,299.0392857,295.9299999,398.8199993,328.9999986,362.3828548,350.1399976,392.2599987,422.909999,392.4089276,375.5599965,391.0100025,364.6700059,330.9728587,258.9000019,382.2399982,361.3799981,330.1885777,339.9999965,395.0899967,335.5700016,357.9428564,357.5400024,381.7000015,327.4600057,350.0271399,392.4800046,389.8100042
FI-Hyy,61.8475,24.295,lpjguess,374.5200003,475.6599976,385.2700045,499.209994,393.4399949,381.23,407.2100055,407.269997,438.0200024,435.2299942,515.0300002,383.6299935,438.2300099,463.3300041,445.9399956,455.4899929,423.5200044,484.5500089,470.8299922,404.2000029,455.2099949,458.2399938,425.7000019,423.5300035,444.5199966,404.5900004,472.4300036,500.5000029,384.1100057,485.2500017,473.0299949,426.0599981,449.3299979,504.2500006,544.7699996,424.5699968,509.2900019,467.2499984,367.8599967,483.3700027
FI-Jok,60.8986,23.5135,lpjguess,435.640005,386.0299937,417.5299937,374.5099983,478.1299989,385.3199908,338.8700007,374.1000024,392.5399949,396.1200057,330.7299999,420.8499955,466.0400024,337.2899996,372.3599928,434.2999936,318.3799955,460.2500065,478.7299968,424.0600031,402.6699952,448.9900001,388.2299984,445.2199936,425.4300089,410.4699952,409.6999963,330.3699992,537.5700018,394.2500019,451.6699983,507.6399963,420.9699956,354.6100018,451.4199995,563.3399989,430.4400006,437.7171514,476.4600041,510.220001
FI-Lom,67.9972,24.2092,lpjguess,365.2900091,487.0299996,420.1700014,393.4600034,418.6100036,421.4600036,317.6599927,406.7499994,430.0299996,526.0699977,329.2500068,368.3900045,463.4700065,413.1200086,392.9199979,387.4299916,372.7800004,485.7000042,451.8399964,452.9700093,460.6899914,367.229998,388.539997,528.1300137,398.4799931,448.4100032,542.3400087,406.350004,418.1099958,494.4000016,465.9000114,497.6400009,515.2300068,398.0700031,463.1999928,563.8700031,427.9399959,383.4499951,496.120006,472.5100038
FI-Sod,67.3619,26.6378,lpjguess,455.1700057,564.7500086,437.5500071,593.0300121,421.9900028,419.8700053,450.260002,470.1799991,544.2500004,484.9200087,508.9599921,421.1400046,565.2100003,506.3099962,505.2100098,499.6699932,486.9700088,577.5099971,545.5499996,481.4099923,425.3300007,561.7699999,442.3000031,470.850003,560.1300089,508.0900084,484.6699938,521.2000027,538.4299853,564.5600025,549.7599905,540.5300009,549.3000089,544.8599876,629.0400037,425.4899949,566.0099964,490.799996,583.0799997,594.6100045
FR-Fon,48.4764,2.7801,lpjguess,465.8299988,452.2132065,505.5400011,455.7399993,482.2699979,484.2614317,496.4200061,382.5099976,491.9899968,464.3178541,484.8700012,480.5000023,497.1299959,447.9010702,460.4500014,463.8900006,481.6499935,499.4874985,539.339997,509.9800079,478.1400013,470.0399968,461.2100018,494.0200009,490.9299961,451.2449985,509.8199966,439.1900049,521.3400061,460.3667865,485.1800044,488.8999996,533.9700087,489.2317819,499.0699979,491.3899967,491.5899944,440.1900033,541.5900007,489.719994
FR-Gri,48.8442,1.9519,lpjguess,457.159997,442.1475062,461.189999,460.0499965,449.7800014,473.0742822,449.9699995,376.639999,440.4999978,445.948219,452.3199969,478.8399956,477.5699992,459.7624979,450.2500008,450.6099936,486.610006,463.4074978,523.6800099,496.8500098,445.7700081,462.1957109,447.1700004,500.729998,516.5700046,464.1850043,518.2800006,436.2300076,518.0500001,496.623925,469.8199999,516.7899937,511.2299964,511.5778605,483.4600058,514.0199979,484.7700009,445.6367839,528.4100072,487.5699961
FR-LBr,44.7171,-0.7693,lpjguess,456.3199927,389.2860646,437.7699987,481.2299967,471.1200053,453.2592845,464.9999974,363.6799966,493.9799959,456.5253565,461.2900014,500.0400018,440.1499949,479.9207139,385.0899975,446.610006,479.3899988,447.4878577,438.359999,491.4499975,464.2100054,509.0532126,452.3500009,532.9600041,475.299996,483.4060711,478.7700009,493.4199986,496.2300033,482.7342851,476.4400039,458.9199942,436.1700037,435.7310694,398.2500043,508.0499996,429.2200017,444.8285691,449.8100023,413.9099988
FR-Pue,43.7414,3.5958,lpjguess,411.800002,398.8975029,446.5400021,413.3199962,402.5899981,421.271426,413.8399973,428.5000036,456.6100026,414.843932,429.9599985,462.6400046,459.4300042,412.9699996,448.4300088,450.3000041,417.0099996,417.2903561,457.7399956,457.4200004,413.2800015,403.7746413,403.2600011,458.3399974,425.2999977,413.6310648,434.0899939,436.1100034,425.6300042,438.1557155,443.5000022,417.9500001,439.4399932,437.7824971,426.9500049,445.4899998,404.59,372.3164243,438.5099979,411.009999
GF-Guy,5.2788,-52.9249,lpjguess,687.3800068,691.6864271,696.8900067,695.6499878,779.0699974,771.6021395,724.3100083,747.0599987,773.3900048,799.0789327,810.9299957,805.669999,786.0800046,734.7774956,840.9800109,809.5700008,882.9100072,793.5624989,777.7500034,811.0699939,793.599997,814.1771304,743.2400123,795.5199989,865.1699868,774.0332246,843.1799955,832.2300056,817.1499989,837.7189367,868.2499925,825.4800125,889.7299958,875.8849988,882.1400116,838.1299986,882.5899999,860.3782114,841.3399918,840.770001
IT-BCi,40.5238,14.9574,lpjguess,419.3700001,405.6021413,404.6800048,405.699998,419.0799972,408.2717888,417.9599984,407.7200017,398.7900066,404.5678581,417.7200052,440.3800002,408.2400019,394.7710673,406.0299991,440.009998,390.6799979,409.8857161,406.9099994,402.9099965,425.379999,414.6760676,406.6099996,427.0300006,398.320003,400.9982173,432.7399998,411.0199981,411.5000019,416.4321465,443.8099961,427.6000026,405.7299994,442.8292836,395.5300014,437.5000045,416.6600015,458.5410714,426.6000033,445.9800037
IT-CA1,42.3804,12.0266,lpjguess,368.0300013,348.8628579,385.6499985,393.1399987,371.8300001,373.9778586,375.8199998,393.9299962,410.4199983,399.8060721,382.8100018,415.1800036,393.2000003,353.3121431,390.3299995,388.8199981,345.6900029,386.550714,362.430004,388.6599957,400.4600035,384.122505,370.490009,404.939999,362.950002,361.0571402,392.5299973,403.6300011,417.7599958,390.2378583,400.2400038,380.9200005,391.9700022,425.3696434,371.1299991,393.2100013,402.6799984,386.4064261,379.7600026,402.8399938
IT-CA2,42.3772,12.026,lpjguess,368.0300013,348.8628579,385.6499985,393.1399987,371.8300001,373.9778586,375.8199998,393.9299962,410.4199983,399.8060721,382.8100018,415.1800036,393.2000003,353.3121431,390.3299995,388.8199981,345.6900029,386.550714,362.430004,388.6599957,400.4600035,384.122505,370.490009,404.939999,362.950002,361.0571402,392.5299973,403.6300011,417.7599958,390.2378583,400.2400038,380.9200005,391.9700022,425.3696434,371.1299991,393.2100013,402.6799984,386.4064261,379.7600026,402.8399938
IT-CA3,42.38,12.0222,lpjguess,368.0300013,348.8628579,385.6499985,393.1399987,371.8300001,373.9778586,375.8199998,393.9299962,410.4199983,399.8060721,382.8100018,415.1800036,393.2000003,353.3121431,390.3299995,388.8199981,345.6900029,386.550714,362.430004,388.6599957,400.4600035,384.122505,370.490009,404.939999,362.950002,361.0571402,392.5299973,403.6300011,417.7599958,390.2378583,400.2400038,380.9200005,391.9700022,425.3696434,371.1299991,393.2100013,402.6799984,386.4064261,379.7600026,402.8399938
IT-Col,41.8494,13.5881,lpjguess,392.3100008,366.4089304,403.7099956,392.1499985,392.4699994,373.9267883,397.8699991,386.0800035,418.0700006,409.7342902,419.8999985,437.5600011,411.1699985,360.4271433,395.800002,403.5999991,379.190004,399.8396411,344.9099948,391.8400009,404.4900048,402.4567879,404.8300036,428.8099959,369.3100015,373.3496427,410.2600024,384.2900005,407.5699988,410.6275051,412.5400035,403.1099948,433.7399973,420.3339336,385.5000028,416.0800049,433.0500072,419.3100028,397.9200038,410.8600033
IT-Cp2,41.7043,12.3573,lpjguess,333.7199984,311.5674991,340.4600034,329.1500021,320.509996,343.0471409,340.3499999,360.2600059,357.1599999,366.2825003,341.399999,370.0600032,350.7400027,321.6342858,363.6699966,353.4699991,330.6100056,363.5860726,317.86,361.610002,370.6899978,345.2557183,357.0699987,366.5700022,316.5100042,321.922143,369.6399985,355.7900018,362.6199967,360.0325006,368.3700003,321.3299983,339.1000005,355.648216,314.0000028,349.640006,368.879997,342.9546439,312.0900007,332.9299985
IT-Cpz,41.7052,12.3761,lpjguess,333.7199984,311.5674991,340.4600034,329.1500021,320.509996,343.0471409,340.3499999,360.2600059,357.1599999,366.2825003,341.399999,370.0600032,350.7400027,321.6342858,363.6699966,353.4699991,330.6100056,363.5860726,317.86,361.610002,370.6899978,345.2557183,357.0699987,366.5700022,316.5100042,321.922143,369.6399985,355.7900018,362.6199967,360.0325006,368.3700003,321.3299983,339.1000005,355.648216,314.0000028,349.640006,368.879997,342.9546439,312.0900007,332.9299985
IT-Isp,45.8126,8.6336,lpjguess,534.7700029,479.9528446,533.0899991,565.220008,508.7499995,545.0064341,471.7399968,514.9699948,556.3799899,524.0624973,547.1199991,547.4700009,592.9900002,511.6800001,573.4399923,568.0599974,546.4999947,563.8757094,603.4899957,588.8900003,589.139996,511.4417844,506.8700054,591.3299995,546.950003,525.4307173,588.6899953,544.6899974,546.7299967,572.4003655,554.3700003,541.9100044,626.24001,571.6628598,538.3900016,536.6400158,554.1999937,502.7271436,582.5199989,539.8099955
IT-La2,45.9542,11.2853,lpjguess,562.0700073,519.5282176,522.8099948,540.0600037,489.9400037,482.6685684,501.7699978,498.4100122,554.3999961,530.3064296,521.4400026,555.9999911,594.2300021,467.641786,624.2200022,568.589999,515.1000015,569.2653688,509.7000026,613.4500028,553.4599961,571.1803584,615.3600083,575.9000019,533.0600012,496.2346371,632.099985,586.5500019,564.7000021,590.3103518,568.1000037,557.4400001,647.2400036,580.8485701,517.9099928,557.5699977,577.7900063,539.443575,582.7000041,490.7899949
IT-Lav,45.9562,11.2813,lpjguess,562.0700073,519.5282176,522.8099948,540.0600037,489.9400037,482.6685684,501.7699978,498.4100122,554.3999961,530.3064296,521.4400026,555.9999911,594.2300021,467.641786,624.2200022,568.589999,515.1000015,569.2653688,509.7000026,613.4500028,553.4599961,571.1803584,615.3600083,575.9000019,533.0600012,496.2346371,632.099985,586.5500019,564.7000021,590.3103518,568.1000037,557.4400001,647.2400036,580.8485701,517.9099928,557.5699977,577.7900063,539.443575,582.7000041,490.7899949
IT-MBo,46.0147,11.0458,lpjguess,462.3900011,555.8257145,624.6899974,524.9899999,628.8599978,607.9642817,640.089992,475.4300028,607.5999933,471.5800009,667.3500038,680.6799951,480.6000018,577.1900068,560.7099908,572.3400046,666.890001,588.0267833,626.6500004,563.2500025,511.029999,631.6400012,621.7299931,676.6000072,550.4199935,583.8799986,578.0400031,749.7100039,625.6899954,676.1699995,460.3700001,730.8999899,519.2400002,462.4799936,643.0900138,550.0699995,476.1199999,728.289283,544.0000069,657.5700145
IT-Noe,40.6061,8.1515,lpjguess,281.4299983,231.7853573,239.3600057,259.2200014,265.5299987,265.8264301,278.3200028,273.3400008,289.4599969,277.5821454,297.5499999,289.9500031,269.830004,248.481788,230.2699979,287.3500037,280.3799982,300.9296437,273.150003,278.5299984,265.0799995,264.8249984,286.3900012,296.3800036,278.0499951,266.990359,273.7399998,295.8300011,278.9999981,271.3753527,263.7899995,270.3199966,263.340002,277.1732147,269.6000002,303.859998,299.3100023,287.3346445,299.7699969,306.6799992
IT-PT1,45.2009,9.061,lpjguess,430.5499959,356.1442889,396.3500009,456.3999991,408.8400007,382.0949966,401.9200006,391.0599995,431.5200081,425.9685721,412.0999938,425.220001,447.1199974,383.877138,447.180006,468.9500009,410.3600014,391.3135744,378.6900049,462.689998,416.66,385.036779,388.1199978,427.7199919,387.1099955,424.5446466,443.9499988,426.3900024,419.6499958,411.7628555,431.2800029,388.8799928,460.1199956,479.2607154,383.9199982,427.0599966,438.1800032,399.1725035,469.8399998,403.5899937
IT-Ren,46.5869,11.4337,lpjguess,404.4000001,427.3707132,422.1499956,444.8899971,535.1000064,453.2199958,447.6099978,430.2199968,531.7000057,384.2599938,575.9800018,597.7200028,447.9499989,411.2400023,549.2900024,490.4699907,606.7099964,569.5000055,465.750003,443.2000021,454.8599989,569.6800054,586.5999924,615.6500016,491.8299959,568.6900057,499.3099987,553.0999976,646.9600061,643.1000004,579.7499944,622.8900075,502.2099963,521.4300001,628.4999958,574.9599969,587.4799979,649.9739153,579.569993,625.270002
IT-Ro1,42.4081,11.93,lpjguess,327.4699994,309.8435702,340.7300003,336.3100007,330.6500021,333.5949984,327.1999967,327.0899991,345.8000009,334.3692858,330.7800057,344.7499963,326.9899935,294.3228568,321.7799965,331.8800046,302.2199999,318.8735701,297.6700014,316.0299988,317.2300019,315.3507179,313.9999983,328.1400019,294.2800027,301.0100003,319.2199991,315.5199981,348.0900036,341.5989242,349.6199968,321.299999,329.8000011,336.1225014,310.2700005,328.6099988,332.5500005,334.0600014,332.1299977,335.0899995
IT-Ro2,42.3903,11.9209,lpjguess,327.4699994,309.8435702,340.7300003,336.3100007,330.6500021,333.5949984,327.1999967,327.0899991,345.8000009,334.3692858,330.7800057,344.7499963,326.9899935,294.3228568,321.7799965,331.8800046,302.2199999,318.8735701,297.6700014,316.0299988,317.2300019,315.3507179,313.9999983,328.1400019,294.2800027,301.0100003,319.2199991,315.5199981,348.0900036,341.5989242,349.6199968,321.299999,329.8000011,336.1225014,310.2700005,328.6099988,332.5500005,334.0600014,332.1299977,335.0899995
IT-SR2,43.732,10.291,lpjguess,363.2400005,367.3667774,376.9900027,355.410005,356.4900063,359.220002,365.5499978,360.0399983,395.8199967,384.3610721,361.4999948,386.0500032,385.3600008,327.9350008,377.6300015,395.8300007,362.0700042,368.0303567,344.2000013,377.9499952,364.4800033,380.9546474,383.3600025,410.8299992,354.9900037,342.5989257,405.0800012,378.270002,377.1100021,379.4392823,371.3499993,342.2099987,385.6200013,400.7732153,364.240002,371.7900009,379.3399975,399.2742794,394.8499993,367.4799907
IT-SRo,43.7279,10.2844,lpjguess,363.2400005,367.3667774,376.9900027,355.410005,356.4900063,359.220002,365.5499978,360.0399983,395.8199967,384.3610721,361.4999948,386.0500032,385.3600008,327.9350008,377.6300015,395.8300007,362.0700042,368.0303567,344.2000013,377.9499952,364.4800033,380.9546474,383.3600025,410.8299992,354.9900037,342.5989257,405.0800012,378.270002,377.1100021,379.4392823,371.3499993,342.2099987,385.6200013,400.7732153,364.240002,371.7900009,379.3399975,399.2742794,394.8499993,367.4799907
IT-Tor,45.8444,7.5781,lpjguess,443.8999955,445.7800026,625.3300066,407.809998,515.0499999,456.789991,572.6100021,452.8800017,472.9199939,430.3499939,585.2400083,555.9500013,385.2800013,497.1299977,420.5200032,378.8400036,589.9200085,440.9200049,359.0700038,511.5600043,494.4900004,597.0500012,495.2299973,604.5600081,532.3099971,525.0499959,615.6699957,599.7499999,645.7199988,531.4303585,516.8299974,711.8999879,435.0399934,431.3599959,662.24999,661.539999,628.9999955,594.2935661,536.1099992,588.9199918
JP-MBF,44.3869,142.3186,lpjguess,394.1099971,484.1200041,419.2700029,412.790007,429.8700008,427.0399936,436.889997,481.8400036,415.9899985,389.0000017,401.9099997,470.7600116,423.3300022,504.4500107,430.349992,408.2899935,411.8700032,426.6599897,465.6100018,509.0799902,477.2400034,424.6500007,437.43001,508.0899969,474.6700072,412.8699938,418.1299935,473.9400054,509.0900102,474.4000013,421.339993,445.5600016,475.5700017,528.3799956,482.3500048,468.9600023,466.3599912,499.7899975,453.3100023,498.4299935
JP-SMF,35.2617,137.0788,lpjguess,416.3300063,414.1782134,420.8299996,387.9099968,437.3399975,398.0682104,447.2699988,444.0900044,436.2400016,411.7807076,401.2300014,445.9800009,439.6399997,457.622141,453.7699971,460.7199938,472.1700031,416.071424,445.829998,461.2700037,434.2800049,466.1671407,401.1799984,484.7700009,437.8000017,428.6214323,441.930004,444.9000016,437.8900001,437.5157177,436.8800029,435.1400022,397.5100011,447.7949989,438.8299989,410.6500009,433.3100026,416.2464314,420.8999985,440.7300001
NL-Hor,52.2404,5.0713,lpjguess,384.0900008,462.5271445,467.110001,469.8099995,437.7199992,418.2035695,481.7999996,380.3400009,389.5199963,419.401425,435.2899978,415.2700039,522.1199982,507.4278513,429.6300014,389.6599989,545.7500052,526.6357097,468.6199965,492.4599927,421.9800065,561.7092816,496.7800078,526.4599981,460.3999995,369.1285729,488.0100074,573.8100066,471.2600036,536.4782139,559.3499951,504.1100085,405.329991,613.7278562,539.219999,538.5899935,582.2100068,526.6307114,456.1000016,511.2100062
NL-Loo,52.1666,5.7436,lpjguess,363.019998,489.6550017,436.7300036,470.8100061,425.6800036,383.3510722,474.1399976,408.6999975,380.3400008,428.948573,443.5299943,404.6999991,501.0000042,501.5410741,455.3399928,392.7800025,539.5100041,519.3357173,480.3500038,507.3500013,416.7999984,558.0446472,587.8500027,490.7800073,473.849997,385.4139303,476.5000031,539.6799902,437.430002,551.7735691,560.5300018,499.7700022,414.2600041,602.5053578,512.2100007,535.3300004,592.0199993,501.8839265,478.8299922,500.6499936
NO-Adv,78.186,15.923,lpjguess,0.100000004,0.13,0.080000004,0.119999995,0.089999997,0.1,0.079999997,0.090000004,0.109999997,0.129999995,0.119999998,0.079999997,0.119999996,0.139999997,0.159999998,0.149999996,0.1,0.179999997,0.139999997,0.199999996,0.169999993,0.159999996,0.179999994,0.119999995,0.159999997,0.11,0.119999999,0.189999994,0.159999997,0.109999997,0.209999997,0.190000002,0.159999997,0.159999997,0.189999998,0.220000002,0.180000003,0.149999998,0.159999997,0.139999996
NO-Blv,78.9216,11.8311,lpjguess,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RU-Che,68.613,161.3414,lpjguess,159.999998,157.3100023,160.8000012,204.7599996,156.5799984,166.27,205.7599978,140.2700001,128.0800003,147.3200027,156.7900001,154.0600003,157.72,135.1799956,143.9100011,120.1699987,174.2500035,151.1200017,163.549999,152.4599994,226.6199967,135.8999988,166.5700019,164.0100047,192.1099976,152.4200042,195.6099988,151.6599959,140.9000018,174.9200012,195.2899971,199.3600037,210.8500021,178.0700031,194.5700001,182.8100015,245.1199937,186.7199995,183.7399975,253.4699963
RU-Cok,70.8291,147.4943,lpjguess,131.5500029,75.25000135,101.7200015,113.7100023,81.95999899,103.7199979,112.8300012,85.25000264,66.09000167,122.7799994,102.3700001,102.240001,107.0299986,50.2200004,72.96000086,87.65000161,113.2199985,95.58000079,91.70999926,95.49999998,131.7399998,71.7400003,109.0299992,98.2199983,124.3199985,73.7299986,114.2799997,102.4999992,100.1200006,91.54999879,120.3799976,133.9499988,119.6600002,102.5999991,129.7299965,105.9700009,168.810001,121.0300019,119.4500009,151.1600018
RU-Fyo,56.4615,32.9221,lpjguess,447.2299975,506.5799942,433.2300007,457.8699978,499.889998,369.030003,436.3900107,412.2500022,446.8399974,406.5499985,472.7599962,467.9100023,508.3800044,466.7599988,457.4500053,465.4300003,391.1499999,513.2100031,524.3500043,429.5800014,501.4000039,449.7399995,408.3300125,487.1700068,524.819999,481.1800079,447.9299952,464.1800054,506.8699967,481.8800026,529.5200015,508.5500004,467.4500013,481.5299973,513.3299918,498.4299996,547.7699989,484.180001,486.4799934,543.0800007
RU-Ha1,54.7252,90.0022,lpjguess,312.2499957,257.4499991,370.0300047,350.5499955,318.300005,278.2899979,329.9600046,321.2799969,334.850006,296.130003,332.109999,314.7199977,311.8800043,291.3299964,282.2599981,328.6799978,324.4499941,296.2900023,379.6399987,324.9800017,327.7699944,328.0600087,351.5000022,328.2000054,323.8100033,338.3200011,341.310002,386.5999984,381.3100049,339.6699975,376.719989,316.010001,321.3800019,375.4199979,394.5199944,302.3200083,367.5699978,379.8899964,333.5099985,358.8000004
