site,lat,lon,model,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
DE-Spw,51.8923,14.0337,dlem,700.541984,737.5435703,759.0650119,797.4670219,835.9409922,606.7617719,811.0280314,778.5699921,715.5400025,725.5663851,752.111015,691.5399993,857.9459972,749.3176274,701.7299943,696.41002,729.8069963,844.6516205,758.034018,803.0469872,682.8510046,735.8705867,786.0580121,792.2229802,856.7879769,589.5818329,809.3019964,869.6720255,823.8319885,878.4101483,847.4580167,915.7430235,721.6000067,829.4778221,864.9349906,676.7459938,1030.146991,917.3580035,857.5600201,699.0569968
DE-Tha,50.9636,13.5669,dlem,795.8019995,820.5469389,797.2389963,845.2669997,874.8350248,747.316706,849.2799655,806.7049943,720.8390194,727.2720548,799.5469988,877.6769827,951.9129802,776.1820007,750.0869989,779.0269924,811.6579699,905.9684805,1021.21702,1020.539019,803.9990117,966.0132205,930.153995,927.5599911,973.1899618,656.0101723,887.4820024,962.3480127,961.5740404,964.9271825,918.6240171,970.9649772,867.9969847,864.7360252,975.5589772,957.393002,1144.057008,991.9341269,947.1049887,799.7850157
DK-Fou,56.4842,9.5872,dlem,773.5369968,747.5394381,820.7210029,857.333014,711.6080136,574.294914,762.0939967,770.3779956,631.4330188,799.1234469,783.4230052,702.3749994,689.8180078,784.4219624,553.2800213,561.8939932,520.2950076,820.9798681,788.575,873.3199824,763.3529878,786.3745622,749.4960079,730.5610064,724.9439946,450.1479022,803.4520085,832.4429681,829.0600194,805.5468889,749.5579985,916.3440317,831.1019789,847.5858418,794.504007,725.5150206,927.0919981,815.2998184,839.5260078,730.7880292
DK-NuF,64.1308,-51.3861,dlem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DK-Sor,55.4859,11.6446,dlem,649.332016,681.4296327,703.2730168,740.3719998,670.5349883,624.8855759,713.1530281,675.7129859,606.5810109,668.4204573,701.5870005,689.1629845,667.9070023,623.2325865,509.7940131,631.6540128,559.7579994,744.9660556,758.4049847,842.3030006,730.6449957,716.4415738,715.2290186,644.9910057,693.3320054,485.8581342,753.9320175,752.388008,773.8940125,732.8478867,695.9560189,781.2709961,701.952977,734.9293436,742.8560071,698.1499959,823.0889946,763.089294,742.9299993,655.4109914
DK-ZaF,74.4814,-20.5545,dlem,0.160000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325999975,0.105000007,0.132000001,0.170000005,0.238000003,0.195999999,0.096000001,0.118999998,0.283000017,0.828000001,2.798999925,4.485000126,10.87000025,0,0,0,0,0
DK-ZaH,74.4732,-20.5503,dlem,0.160000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325999975,0.105000007,0.132000001,0.170000005,0.238000003,0.195999999,0.096000001,0.118999998,0.283000017,0.828000001,2.798999925,4.485000126,10.87000025,0,0,0,0,0
ES-LgS,37.0979,-2.9658,dlem,711.4439862,729.384449,704.8010156,721.7359701,724.2670102,738.9296909,717.4440118,738.231012,806.839012,760.7127445,802.7749982,715.3620054,683.2140039,736.9400321,742.5479798,788.6610074,794.187977,787.7408946,890.173987,906.0099919,850.7400013,854.4853698,751.4929831,765.9869984,784.0569938,877.759769,915.5900139,875.4920122,824.4210086,824.2942038,850.2490019,900.0389867,877.547029,892.9996961,853.1280033,881.0190092,846.8460101,844.3297545,853.1869944,872.4820032
ES-Ln2,36.9695,-3.4758,dlem,358.8130033,341.1273631,342.2669906,363.5960087,357.9430045,387.0686493,340.0420078,376.4139945,377.4139966,386.9363189,405.2029953,366.6360138,342.3220075,400.8016504,386.2320027,418.1359942,426.3060084,431.2624625,466.6219974,450.6690012,429.3670124,442.8472448,386.1379994,408.4579978,393.0389955,505.5577857,443.389006,439.5569935,420.4859927,453.3670782,462.4280006,477.5210073,463.5720041,480.6655768,442.6949804,478.3489922,473.3419904,466.205569,471.5679846,457.2069948
FI-Hyy,61.8475,24.295,dlem,1068.152968,1156.112312,1147.393991,1114.059985,1258.392024,1099.539997,1082.401057,1136.933011,1156.615984,1147.597476,1107.273975,1093.974978,1325.245968,1226.759635,1096.433034,1192.978946,1104.492993,1188.861269,1272.784975,1298.317024,1235.49002,1228.090867,1398.329049,1110.738024,1222.11803,1163.37598,1241.547007,1190.861975,1244.512009,1245.082332,1248.020021,1257.001958,1155.730978,1284.241227,1297.727979,1182.377064,1463.041032,1377.064507,1190.444989,1187.993989
FI-Jok,60.8986,23.5135,dlem,517.3479866,581.04963,681.2140055,574.8470032,561.0580211,433.5981493,482.8359931,490.5699968,514.2910065,578.5103528,537.5619869,560.638988,674.215991,630.0850096,475.0520018,510.3780066,479.8700058,570.6495689,612.7680065,679.4819886,607.2650051,674.0538325,659.8649933,549.4180137,594.0920092,521.4406253,628.6299923,570.2409985,592.3720097,699.1605541,711.6440274,630.642008,540.00199,648.4725014,684.7270092,619.4389951,796.1020057,731.1572395,648.7040139,640.4580036
FI-Lom,67.9972,24.2092,dlem,683.2009788,872.8259807,827.764015,914.1310236,960.3600154,882.4061299,751.5009606,819.018996,863.8650073,851.7397931,740.8380339,891.0180482,1021.051015,937.8746473,881.9819758,921.9210299,847.7440121,1075.969674,1039.186036,905.4980267,924.2520022,994.0158141,906.7120317,950.9909737,895.3979807,871.9070712,902.5329907,988.1869706,1039.761021,1101.304286,1125.972999,1184.648028,936.031969,1050.184115,1087.469958,1084.667028,1027.38601,996.0971417,1094.325014,1059.128972
FI-Sod,67.3619,26.6378,dlem,822.7109515,1011.080891,922.5110102,980.3100269,1042.578017,910.3052604,781.0220251,881.6890105,970.5069862,911.9876635,917.7800135,943.8590111,1144.244005,1039.052681,954.8259639,1059.188013,1002.503014,1073.614589,1159.475967,1009.624993,930.4320197,1107.335092,931.1149834,1011.072002,926.5170271,909.5748844,1015.004992,961.1039953,1080.538033,1157.18618,1130.879993,1176.300002,1000.941028,1000.593004,1134.649965,1147.714949,1091.255012,1071.388286,1216.143007,1177.50596
FR-Fon,48.4764,2.7801,dlem,1391.146001,1306.646476,1346.274019,1351.183019,1359.730982,1323.949391,1356.66897,1311.897022,1286.667019,1263.077101,1315.667988,1356.267011,1361.878951,1288.771414,1290.90101,1228.434008,1256.198989,1323.5736,1366.813033,1355.224983,1315.055027,1331.135379,1342.828035,1371.61803,1397.627984,1332.122743,1372.897997,1360.746985,1405.319973,1397.257546,1380.461982,1372.814994,1408.106992,1383.151873,1392.33299,1375.000982,1421.061989,1396.403824,1396.094022,1381.339992
FR-Gri,48.8442,1.9519,dlem,1212.135998,1154.198193,1218.428984,1239.866995,1237.52498,1211.506398,1204.042021,1223.796992,1186.173013,1184.663861,1208.038971,1265.763984,1284.808977,1229.090326,1239.494011,1147.920001,1193.382019,1283.084155,1345.170999,1347.05,1260.832059,1300.805015,1331.724023,1342.35597,1381.267969,1288.757986,1364.755967,1371.231951,1407.675988,1395.844931,1368.750994,1390.448988,1375.621954,1397.801057,1416.771963,1408.403957,1440.599007,1391.269811,1369.070056,1353.803025
FR-LBr,44.7171,-0.7693,dlem,1610.857018,1406.697538,1586.167016,1319.494027,1489.979991,1373.911749,1594.06098,1369.032997,1347.588009,1624.866879,1443.524981,1593.317002,1506.103959,1443.326467,1314.343966,1281.159,1624.983967,1559.701363,1453.781026,1595.679954,1660.866984,1767.735085,1620.020029,1754.83001,1530.840988,1761.235189,1796.409983,1490.681977,1753.242947,1645.247198,1598.257024,1502.28101,1556.534981,1644.383696,1241.971024,1692.933019,1832.750948,1737.167607,1614.442994,1378.314012
FR-Pue,43.7414,3.5958,dlem,1619.994019,1533.588669,1480.485995,1572.496012,1564.075988,1603.135201,1570.382993,1423.804969,1469.956985,1564.984666,1577.214999,1678.720956,1595.006993,1571.676414,1498.299027,1518.716995,1629.482988,1630.221729,1548.137004,1716.725023,1630.366986,1696.661272,1627.398027,1637.897978,1536.65902,1655.019524,1746.438024,1636.712998,1783.943964,1719.698623,1702.759046,1714.694996,1660.503015,1597.069329,1556.934067,1591.810975,1717.488983,1754.276153,1646.206998,1589.620056
GF-Guy,5.2788,-52.9249,dlem,913.7740144,857.9446979,954.5359858,836.3930043,804.3059965,830.4920086,893.3319977,885.3360043,858.7019658,939.4500304,927.6419975,897.7669723,954.0560289,950.079707,916.7180123,956.9530171,958.2070068,1032.185174,900.7979879,848.3369878,975.5120195,996.2211977,960.038003,894.234995,968.4149907,983.2671976,933.9889927,1056.174004,955.2100081,900.7769948,1013.903998,966.1219809,1044.406022,1073.734755,1051.556012,994.7679984,969.2239826,953.2213777,964.1169814,1032.296984
IT-BCi,40.5238,14.9574,dlem,602.6510027,617.9520589,576.4380141,603.7659988,604.6290012,641.4998158,607.2169997,595.1330083,630.542017,589.0566925,583.6710055,613.7530088,618.3389924,599.4225684,580.6580196,633.7080185,645.1470258,621.2058723,670.2860061,625.5189892,635.3109729,640.7446897,622.631996,696.3290062,637.921006,581.0147878,618.4730112,626.7389925,693.5909817,606.8427991,656.5680086,717.4980065,623.9650077,666.1414846,616.755006,675.1520209,600.8659939,674.8713234,654.9650021,670.3969893
IT-CA1,42.3804,12.0266,dlem,659.0770064,704.8022634,588.6039849,572.9490053,652.4679808,732.4454811,661.9490058,616.9349988,663.7109966,687.0527063,663.5629826,668.8509935,722.0580107,721.8231563,497.5790079,772.9920405,609.2089958,713.6672643,758.0289998,716.8790085,634.5380134,743.4753946,576.8390053,807.760988,851.5510059,762.7602378,763.9449893,715.8790263,722.1159991,683.9608531,627.9550021,1003.81399,645.7019914,733.8006777,750.6850009,705.7920232,778.0529877,803.5293987,778.1859729,724.7490183
IT-CA2,42.3772,12.026,dlem,659.0770064,704.8022634,588.6039849,572.9490053,652.4679808,732.4454811,661.9490058,616.9349988,663.7109966,687.0527063,663.5629826,668.8509935,722.0580107,721.8231563,497.5790079,772.9920405,609.2089958,713.6672643,758.0289998,716.8790085,634.5380134,743.4753946,576.8390053,807.760988,851.5510059,762.7602378,763.9449893,715.8790263,722.1159991,683.9608531,627.9550021,1003.81399,645.7019914,733.8006777,750.6850009,705.7920232,778.0529877,803.5293987,778.1859729,724.7490183
IT-CA3,42.38,12.0222,dlem,659.0770064,704.8022634,588.6039849,572.9490053,652.4679808,732.4454811,661.9490058,616.9349988,663.7109966,687.0527063,663.5629826,668.8509935,722.0580107,721.8231563,497.5790079,772.9920405,609.2089958,713.6672643,758.0289998,716.8790085,634.5380134,743.4753946,576.8390053,807.760988,851.5510059,762.7602378,763.9449893,715.8790263,722.1159991,683.9608531,627.9550021,1003.81399,645.7019914,733.8006777,750.6850009,705.7920232,778.0529877,803.5293987,778.1859729,724.7490183
IT-Col,41.8494,13.5881,dlem,966.6070201,1026.233391,1000.265987,939.3119735,1070.938026,1110.210579,1072.25098,1020.403989,1102.64001,993.9038035,987.7589915,1147.856984,1153.801985,1013.181192,974.9010196,1169.358012,1035.824009,1245.693697,1169.987979,1111.130968,1120.422999,1113.500853,1058.897996,1202.503012,1204.457004,1145.458884,1095.091001,1179.780988,1228.743988,1082.071958,1188.542967,1316.656997,1199.578025,1193.269132,1166.087993,1241.663005,1108.414034,1278.323164,1331.632987,1172.299967
IT-Cp2,41.7043,12.3573,dlem,130.3769968,129.9041785,116.1349975,131.5839974,134.4120021,134.4690362,131.3149987,130.057002,140.661998,131.8332507,136.7620013,144.6890019,152.9910028,142.6623943,123.8789983,147.9390006,128.5210035,150.7890034,154.354001,157.3689986,135.3419959,151.3856401,119.1619961,169.7850034,165.574002,165.7316474,144.4209997,149.2910002,166.4380016,151.1889684,132.9869993,180.5830015,164.7600034,171.4251454,151.7490026,135.4620012,156.2849977,169.7369626,143.6629949,148.7100014
IT-Cpz,41.7052,12.3761,dlem,130.3769968,129.9041785,116.1349975,131.5839974,134.4120021,134.4690362,131.3149987,130.057002,140.661998,131.8332507,136.7620013,144.6890019,152.9910028,142.6623943,123.8789983,147.9390006,128.5210035,150.7890034,154.354001,157.3689986,135.3419959,151.3856401,119.1619961,169.7850034,165.574002,165.7316474,144.4209997,149.2910002,166.4380016,151.1889684,132.9869993,180.5830015,164.7600034,171.4251454,151.7490026,135.4620012,156.2849977,169.7369626,143.6629949,148.7100014
IT-Isp,45.8126,8.6336,dlem,699.2069737,703.0116517,754.7539974,730.7119868,743.4249956,746.9586893,696.7659782,727.9610175,758.2510036,747.4452114,783.0099957,816.9849948,809.1770072,751.7154576,797.3380103,815.3639911,817.8079942,867.2611621,860.0819947,913.6460182,857.3840075,888.4825548,881.3219692,903.7110071,921.1680193,905.9976348,950.6459887,950.2919757,933.5909996,939.7263043,942.6519585,941.20699,1014.479971,978.012361,993.230028,997.3320144,1052.388979,963.8477936,1002.515002,941.6339685
IT-La2,45.9542,11.2853,dlem,702.7569979,739.2664932,694.9269724,742.4220085,713.7600139,648.3560164,762.0789828,780.3739912,783.1789889,761.0504001,854.3729654,786.1300088,812.2680058,701.6223264,827.3039998,862.3199933,752.5149773,866.0808211,820.6149867,863.319011,793.7700115,801.6225596,809.8929847,929.2059986,885.9330017,799.8426954,928.9590196,985.2350287,903.8649979,921.3683429,950.869981,928.1640018,967.5610003,903.1571959,912.6780003,992.8400357,1048.014988,956.6118164,957.300014,875.2289788
IT-Lav,45.9562,11.2813,dlem,702.7569979,739.2664932,694.9269724,742.4220085,713.7600139,648.3560164,762.0789828,780.3739912,783.1789889,761.0504001,854.3729654,786.1300088,812.2680058,701.6223264,827.3039998,862.3199933,752.5149773,866.0808211,820.6149867,863.319011,793.7700115,801.6225596,809.8929847,929.2059986,885.9330017,799.8426954,928.9590196,985.2350287,903.8649979,921.3683429,950.869981,928.1640018,967.5610003,903.1571959,912.6780003,992.8400357,1048.014988,956.6118164,957.300014,875.2289788
IT-MBo,46.0147,11.0458,dlem,647.0910155,722.6613763,608.5040006,710.3340017,675.6270044,665.544818,658.3289888,600.7190115,659.8899884,633.4674075,732.2670054,678.2110019,741.4680085,601.463333,740.6939784,710.9129908,666.3109859,756.5355445,729.1739859,730.9229873,827.5830044,727.1462501,729.8639874,750.2419861,703.7030075,722.2501332,750.746007,827.9949834,730.6560082,779.4676507,815.65701,797.7680337,775.4310172,773.1991716,808.8699855,832.9140215,913.4750197,827.9201719,773.2389996,799.0499656
IT-Noe,40.6061,8.1515,dlem,178.7429949,162.4528181,182.993001,176.7109971,194.6459986,198.5609238,177.6339986,168.8949984,177.4149995,188.7269673,173.9549982,183.7830085,186.960003,213.3398938,146.9730013,178.3650077,179.4579997,181.9600739,190.2610023,199.0439941,180.1310005,148.3106407,217.0829993,210.9109926,223.8459958,229.6549617,202.3000007,207.6990051,216.1140046,230.2523211,203.5549975,249.5380001,236.689999,198.9392147,231.071003,211.7579927,226.9410004,230.2883237,192.5880006,215.9969938
IT-PT1,45.2009,9.061,dlem,801.0380239,803.7503829,873.3409914,793.8340006,875.5460085,852.9170814,814.6840179,880.040014,909.1489863,908.5002838,984.6950331,954.6490186,979.055974,907.9353091,1003.602977,987.8440106,996.3249732,1072.111025,1030.824008,1015.811973,1012.79901,1056.908515,1059.603962,1078.928004,1081.260017,1050.812928,1124.381981,1100.286989,1128.795018,1123.762196,1082.545983,1142.739041,1146.122988,1144.74738,1186.631988,1114.742018,1228.819033,1201.063434,1164.121012,1085.460996
IT-Ren,46.5869,11.4337,dlem,488.9800048,558.7252872,485.2109998,479.9309984,464.6730012,476.2188467,489.5450058,417.7180073,468.7059998,628.2465363,509.0110124,475.0380205,565.6609999,383.1671087,495.9349817,497.3920012,481.7539881,593.9631718,543.4770113,516.7859951,541.3250056,517.3231168,681.7640007,573.513999,492.5850042,475.6177096,552.7329988,576.4299928,554.3709954,634.5532912,524.6080034,545.0129931,741.1779888,491.149674,594.5799986,588.3370109,591.7760119,515.5942537,611.1579968,565.6529991
IT-Ro1,42.4081,11.93,dlem,742.1000239,768.3714422,736.7139995,715.9909946,743.8790084,788.8379443,771.6930101,726.8369806,786.402002,760.4777025,762.4920251,792.207017,803.3280091,796.8114096,699.2520164,843.7849813,772.4879987,825.2285453,826.8399913,795.2309904,780.9799995,839.9223752,744.3099935,882.0259984,864.149002,845.1804638,856.566978,802.9489984,848.0850371,828.7610507,810.0979674,958.3300399,827.1279852,890.1213039,858.3429979,843.4429944,842.0000131,893.2229325,882.5720291,878.3120218
IT-Ro2,42.3903,11.9209,dlem,742.1000239,768.3714422,736.7139995,715.9909946,743.8790084,788.8379443,771.6930101,726.8369806,786.402002,760.4777025,762.4920251,792.207017,803.3280091,796.8114096,699.2520164,843.7849813,772.4879987,825.2285453,826.8399913,795.2309904,780.9799995,839.9223752,744.3099935,882.0259984,864.149002,845.1804638,856.566978,802.9489984,848.0850371,828.7610507,810.0979674,958.3300399,827.1279852,890.1213039,858.3429979,843.4429944,842.0000131,893.2229325,882.5720291,878.3120218
IT-SR2,43.732,10.291,dlem,420.5350081,411.34949,397.1869948,369.1460076,451.951997,391.5071167,435.8229968,426.5480009,386.2900118,406.4765783,406.4379936,463.9550052,459.1990032,471.7752429,372.2579983,455.9329994,447.3020078,466.5027194,495.0330114,458.5430047,491.0389877,471.5548976,350.0439927,458.9259892,543.7629868,464.3417054,436.9139947,442.197997,482.5260003,451.0113234,410.7730052,652.9089926,342.9290055,509.9855457,448.4160064,552.0919965,488.4950043,469.586388,456.5519955,624.580995
IT-SRo,43.7279,10.2844,dlem,420.5350081,411.34949,397.1869948,369.1460076,451.951997,391.5071167,435.8229968,426.5480009,386.2900118,406.4765783,406.4379936,463.9550052,459.1990032,471.7752429,372.2579983,455.9329994,447.3020078,466.5027194,495.0330114,458.5430047,491.0389877,471.5548976,350.0439927,458.9259892,543.7629868,464.3417054,436.9139947,442.197997,482.5260003,451.0113234,410.7730052,652.9089926,342.9290055,509.9855457,448.4160064,552.0919965,488.4950043,469.586388,456.5519955,624.580995
IT-Tor,45.8444,7.5781,dlem,523.8719863,472.5827145,572.8870079,516.2799968,510.6369902,614.058167,522.5819955,574.021995,573.7339818,617.8145912,604.3210054,577.5710036,584.9389991,489.5208568,564.2300091,558.797992,579.1999857,711.5617908,631.7680297,612.0200109,690.7040117,609.7412033,602.518026,632.2729982,574.537997,580.7520334,717.3830197,681.1360068,639.6069868,658.6241462,670.2530184,638.2510202,709.5450132,671.2932892,724.891014,696.5159935,761.0099954,681.3587497,744.4020291,717.344011
JP-MBF,44.3869,142.3186,dlem,452.2609918,475.9696111,483.2379873,473.9680119,390.5130014,353.8104598,460.690979,467.4339948,445.1019928,382.2155569,406.5880074,504.5119966,472.427987,444.6731377,432.778992,453.7310051,493.7560008,483.5860351,477.2520036,538.4689951,467.8149962,395.8513624,472.0420018,559.382996,530.2980071,416.8676409,420.892994,453.2230005,576.2960003,552.2308723,524.9610061,494.5249955,516.2420044,482.0567884,562.7979763,538.7760118,540.0390022,520.3439255,464.6849865,563.0029972
JP-SMF,35.2617,137.0788,dlem,710.8259971,727.2751069,720.403003,694.0340276,706.716997,705.9411684,727.4859902,769.481995,782.0480069,726.6003907,707.0389855,725.2990265,779.0040013,730.3983277,770.3039937,749.1150165,813.5190377,783.044604,792.010003,824.6499848,806.7289959,805.0278329,772.5380019,833.4020181,822.5710083,777.1168567,811.0750008,846.6860221,840.3119801,826.444667,838.0910032,846.6390406,827.7419967,844.8378398,847.8860106,826.8499725,851.3140037,854.2894624,851.6050142,845.7919876
NL-Hor,52.2404,5.0713,dlem,1025.493988,1023.424944,1060.013976,1029.258013,1058.839999,1037.480658,1064.256008,1041.946983,987.8819933,1045.75491,1063.750965,1090.727997,1075.533012,1002.306407,967.881978,951.0519932,957.5110163,1044.176298,1140.968975,1135.410969,1027.892018,1142.601341,1061.372018,1056.979029,1101.62097,933.3930336,1084.852008,1130.491964,1119.197994,1129.701267,1105.547979,1141.659001,1124.182027,1126.47415,1165.840999,1188.815013,1229.239982,1169.900597,1154.438986,1073.022985
NL-Loo,52.1666,5.7436,dlem,871.1620035,910.7210509,890.2969938,899.8119966,931.5310093,794.3028827,941.0129902,878.9730279,755.1769966,897.8704693,919.5960124,871.6100011,905.6039884,861.2209752,832.5170163,751.3329934,797.2960014,940.8786667,998.6849543,970.3909826,872.3309809,1027.807314,943.7860165,837.1970139,951.685035,788.9707463,949.8270055,993.8040074,953.8240059,1021.281108,1002.936991,1019.517041,927.9819969,983.2490145,1021.225976,1005.029979,1080.348986,1010.734584,984.2570053,879.7439926
NO-Adv,78.186,15.923,dlem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NO-Blv,78.9216,11.8311,dlem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU-Che,68.613,161.3414,dlem,77.08499704,81.97000609,86.13099955,115.3599982,88.79100083,95.79099707,103.6230038,86.13100046,76.85500006,91.2709989,102.6129983,84.93400069,60.81500064,88.40000468,91.87200055,93.60400155,93.46999995,88.58099717,110.533997,132.6249942,139.7799999,110.4019957,99.01199675,110.9249972,113.9849994,108.5890019,108.2350002,97.33500297,95.25199719,125.2959989,126.8139989,115.7259981,119.3500031,106.2299961,110.1300005,121.1759998,149.6689941,122.1739999,107.7059996,124.9120022
RU-Cok,70.8291,147.4943,dlem,108.1500012,78.41799976,92.87000378,106.3510007,80.55799859,88.67200403,103.0430011,75.56600036,52.68999803,72.4699989,80.37100022,74.33100065,84.8599967,63.65599761,79.01900055,89.57999981,92.28500007,96.67100435,115.141004,121.9000037,113.6419989,87.03000457,95.96200116,81.6910012,91.42799971,60.70700106,81.14000661,88.83000012,90.57000083,85.0750018,95.72599502,85.76300098,86.2370021,69.87500183,89.25399946,88.79100159,106.3579999,85.131997,77.40099853,91.22099854
RU-Fyo,56.4615,32.9221,dlem,757.5810067,849.4249228,802.3000225,863.8429847,927.7200033,645.657514,752.413025,747.0100447,759.6410142,683.4174792,746.5850257,817.2109912,946.1789746,910.3806647,787.0280214,836.6310059,724.4319981,818.6373527,980.7089938,825.844987,855.8530246,815.5004552,798.0229588,772.6320037,827.092046,778.266703,788.9879987,821.3379741,853.6119924,822.0914187,897.7719907,863.2139932,778.3949807,892.8155189,1026.44997,984.1619977,1050.905985,935.1771188,1012.208995,966.1810409
RU-Ha1,54.7252,90.0022,dlem,477.6230158,464.7579908,494.8519734,427.6919937,447.3809914,422.8119949,486.2050189,478.3260002,468.4270052,461.6636439,451.1510086,451.2360001,429.6450056,444.3939941,442.5500129,448.7219991,443.4189943,461.3691498,445.6959985,470.4659941,467.1779911,428.1140076,426.7230001,446.0149876,457.0419909,397.6340009,487.8060001,394.4210156,376.6480016,414.556999,408.1930012,395.4659973,388.8420037,374.5719995,371.1379928,333.7149956,419.6490111,369.9020146,374.4819997,349.1589879
SD-Dem,13.2829,30.4783,dlem,701.9069953,689.8592881,543.0570072,577.2189992,567.8500034,622.7477399,648.2160013,720.5450009,667.9610005,649.0474587,693.1089993,505.7289998,602.8109899,402.8373935,492.8100012,512.7310046,601.2180066,602.5585936,545.1869762,360.896002,494.6939985,522.2937025,796.0819869,732.978005,681.7769978,701.7424365,710.5879919,688.1919772,760.0830153,740.6579766,690.9159846,578.601017,738.0630109,654.9547387,656.0290147,690.3569887,806.0299713,795.8765333,725.8010148,711.4259784
SN-Dhr,15.4028,-15.4322,dlem,1193.665992,1225.175081,996.9670146,1244.284022,1194.867996,1189.774968,1172.131003,1297.963,1236.164013,1202.866611,1185.719999,1292.363019,1050.250995,1186.717131,1248.03601,1154.89504,1230.550007,1203.372498,1276.522998,1200.570963,1256.863962,1301.163206,1149.303023,1254.974026,1238.314019,1394.828781,1269.556009,1181.822966,1350.299025,1355.691045,1316.140011,1266.355003,1208.728015,1317.847282,1286.324995,1254.505029,1222.796022,1273.866743,1309.792012,1246.811004
US-AR1,36.4267,-99.42,dlem,1294.774999,1396.387965,1530.30301,1516.104967,1501.506941,1348.519586,1645.233988,1339.946017,1505.515996,1505.062701,1658.339993,1655.397987,1571.12894,1355.673985,1723.236014,1505.557017,1747.285038,1225.056699,1420.383021,1239.390003,1237.386974,1499.484145,1538.749958,1176.450001,1607.620995,1155.046264,1685.341012,1540.666006,1698.71497,1570.061727,1580.604942,1509.085044,1446.285066,1635.953561,1643.028965,1126.104974,1859.16696,1372.540697,1245.548008,1356.328021
US-AR2,36.6358,-99.5975,dlem,1172.549033,1189.420514,1229.986004,1266.972985,1074.987029,1239.048095,1231.125985,1133.395002,1154.878975,1242.430052,1402.210949,1243.819013,1261.752019,1229.409952,1381.798987,1352.367015,1454.387003,1265.545357,1357.209011,1146.614005,1175.514989,1286.47435,1185.787023,1115.185001,1302.347028,1069.601562,1320.900013,1320.478019,1443.129991,1310.511722,1252.27098,1251.53502,1296.701033,1350.287456,1439.714989,1182.609024,1330.809966,1247.792244,1255.219006,1217.307985
US-ARb,35.5497,-98.0402,dlem,996.2339827,993.8012396,960.6300185,1006.818011,974.2700163,983.4298896,979.5219964,884.4759928,882.0850105,958.5641599,1058.994015,930.7800115,935.351986,914.1456389,947.5239961,994.9169835,936.5269872,896.2537131,927.2230157,947.9619855,942.9129958,969.9567475,915.0139924,972.3590132,1029.411982,957.8488996,894.469001,915.0520034,1006.672007,978.8404563,903.9809952,906.626025,877.9090016,942.1692043,958.8900049,994.6540206,986.9940327,894.0358802,881.1369897,877.1429922
US-ARc,35.5465,-98.04,dlem,996.2339827,993.8012396,960.6300185,1006.818011,974.2700163,983.4298896,979.5219964,884.4759928,882.0850105,958.5641599,1058.994015,930.7800115,935.351986,914.1456389,947.5239961,994.9169835,936.5269872,896.2537131,927.2230157,947.9619855,942.9129958,969.9567475,915.0139924,972.3590132,1029.411982,957.8488996,894.469001,915.0520034,1006.672007,978.8404563,903.9809952,906.626025,877.9090016,942.1692043,958.8900049,994.6540206,986.9940327,894.0358802,881.1369897,877.1429922
US-ARM,36.6058,-97.4888,dlem,1172.948034,1152.47052,1131.106987,1170.009006,1109.875996,1141.49528,1129.370025,955.5679979,1011.33802,1036.281063,1222.783022,1055.316977,1052.691025,1036.499055,1070.936997,1129.632005,1084.436994,1026.979005,1052.898997,1057.821006,1080.366977,1061.456252,923.7300142,1034.078004,1062.42801,1033.659841,989.4749976,1009.895016,1062.238039,1037.749485,1011.58396,1066.120983,1001.100001,1061.613815,1070.440013,1109.705975,1099.627982,999.9249164,976.6769986,995.5779775
US-Blo,38.8953,-120.6328,dlem,909.4829882,941.5345259,928.2159766,982.4900103,897.2469911,866.7689071,812.7000087,1005.75001,914.0489946,948.406601,981.9960148,874.0159934,867.1509839,933.4383831,901.3279797,928.091007,898.1950095,946.1509271,1001.112976,938.1010155,933.0000071,960.0292151,930.8469912,932.1019958,1014.444004,1086.801788,891.1330169,1030.586017,902.3600086,1058.0379,963.5769888,1005.000002,1030.209999,989.2007681,1172.997023,937.6160144,1012.72399,944.654145,1088.673973,1029.931978
US-Cop,38.09,-109.39,dlem,332.1350094,360.2738199,358.7180085,309.4010039,333.018999,309.6694227,305.6430038,278.4049918,301.3339929,306.2828616,406.1359984,392.1419925,424.3069963,384.0067428,372.7949922,430.4859971,397.4070113,397.8892147,282.2639975,401.9519946,371.9629988,414.9612287,349.7100007,365.8190008,405.232988,315.1179968,410.1180082,380.5779949,398.1449903,293.6743952,367.9090031,320.0579924,403.0709893,371.5993155,383.4639949,316.8710029,419.9399986,325.8443886,331.4090078,304.988996
