Record_number,lon,lat,year,GOME2_SIF,SCIA_SIF
2997,128.1,42.4,2005,NaN,0.79865
3011,-105.12,53.99,1995,NaN,NaN
3011,-105.12,53.99,1996,NaN,NaN
3020,137.42,36.13,1993,NaN,NaN
3020,137.42,36.13,1994,NaN,NaN
3021,137.42,36.13,1994,NaN,NaN
3021,137.42,36.13,1995,NaN,NaN
3022,137.42,36.13,1995,NaN,NaN
3022,137.42,36.13,1996,NaN,NaN
3023,137.42,36.13,1996,NaN,NaN
3023,137.42,36.13,1997,NaN,NaN
3024,137.42,36.13,1997,NaN,NaN
3024,137.42,36.13,1998,NaN,NaN
3025,137.42,36.13,1998,NaN,NaN
3025,137.42,36.13,1999,NaN,NaN
3026,137.42,36.13,1999,NaN,NaN
3026,137.42,36.13,2000,NaN,NaN
3027,137.42,36.13,2000,NaN,NaN
3027,137.42,36.13,2001,NaN,NaN
3028,137.42,36.13,2001,NaN,NaN
3028,137.42,36.13,2002,NaN,NaN
3034,11,47,2001,NaN,NaN
3034,11,47,2002,NaN,NaN
3037,127.67,45.4,2003,NaN,0.64503
3037,127.67,45.4,2004,NaN,0.88444
3038,127.67,45.4,2003,NaN,0.64503
3038,127.67,45.4,2004,NaN,0.88444
3039,127.67,45.4,2003,NaN,0.64503
3039,127.67,45.4,2004,NaN,0.88444
3040,127.67,45.4,2003,NaN,0.64503
3040,127.67,45.4,2004,NaN,0.88444
3060,116.25,44,2001,NaN,NaN
3061,116.25,44,2001,NaN,NaN
3062,116.25,44,2001,NaN,NaN
3064,116.25,44,2002,NaN,NaN
3065,116.25,44,2002,NaN,NaN
3066,116.25,44,2002,NaN,NaN
3067,116.52,43.92,2000,NaN,NaN
3067,116.52,43.92,2001,NaN,NaN
3067,116.52,43.92,2002,NaN,NaN
3069,116.07,43.43,2004,NaN,0.20787
3069,116.07,43.43,2005,NaN,0.23178
3070,116.53,43.73,2004,NaN,0.20787
3070,116.53,43.73,2005,NaN,0.23178
3071,116.72,43.6,2004,NaN,0.20787
3071,116.72,43.6,2005,NaN,0.23178
3084,116.07,43.43,2004,NaN,0.20787
3084,116.07,43.43,2005,NaN,0.23178
3085,116.53,43.73,2004,NaN,0.20787
3085,116.53,43.73,2005,NaN,0.23178
3086,116.72,43.6,2004,NaN,0.20787
3086,116.72,43.6,2005,NaN,0.23178
3092,128.1,42.4,2002,NaN,NaN
3092,128.1,42.4,2003,NaN,0.77712
3092,128.1,42.4,2004,NaN,0.80045
3092,128.1,42.4,2005,NaN,0.79865
3111,116.5,43.5,1997,NaN,NaN
3111,116.5,43.5,1998,NaN,NaN
3112,116.5,43.5,1998,NaN,NaN
3112,116.5,43.5,1999,NaN,NaN
3126,139.5,35.9,1999,NaN,NaN
3126,139.5,35.9,2000,NaN,NaN
3127,139.5,35.9,1999,NaN,NaN
3127,139.5,35.9,2000,NaN,NaN
3136,-61,5,1989,NaN,NaN
3136,-61,5,1990,NaN,NaN
3136,-61,5,1991,NaN,NaN
3137,-61,5,1989,NaN,NaN
3137,-61,5,1990,NaN,NaN
3137,-61,5,1991,NaN,NaN
3138,-61,5,1989,NaN,NaN
3138,-61,5,1990,NaN,NaN
3138,-61,5,1991,NaN,NaN
3139,-55.33,-11.41,2002,NaN,NaN
3139,-55.33,-11.41,2003,NaN,1.8446
3140,-107.75,50.6,1970,NaN,NaN
3140,-107.75,50.6,1971,NaN,NaN
3141,-107.75,50.6,1970,NaN,NaN
3141,-107.75,50.6,1971,NaN,NaN
3142,11.6,43.28,2001,NaN,NaN
3153,-75.72,45.37,1991,NaN,NaN
3153,-75.72,45.37,1992,NaN,NaN
3155,-107.75,50.6,1969,NaN,NaN
3155,-107.75,50.6,1970,NaN,NaN
3155,-107.75,50.6,1971,NaN,NaN
3155,-107.75,50.6,1972,NaN,NaN
3164,9,46.17,1997,NaN,NaN
3164,9,46.17,1998,NaN,NaN
3193,19.43,47.6,2005,NaN,1.0471
3193,19.43,47.6,2006,NaN,0.92382
3194,-20.5,74.5,2000,NaN,NaN
3194,-20.5,74.5,2001,NaN,NaN
3195,-20.5,74.5,2000,NaN,NaN
3195,-20.5,74.5,2001,NaN,NaN
3196,-20.5,74.5,2000,NaN,NaN
3196,-20.5,74.5,2001,NaN,NaN
3197,-20.5,74.5,2000,NaN,NaN
3197,-20.5,74.5,2001,NaN,NaN
3198,-20.5,74.5,1996,NaN,NaN
3198,-20.5,74.5,1997,NaN,NaN
3199,-20.5,74.5,1999,NaN,NaN
3199,-20.5,74.5,2000,NaN,NaN
3200,-20.5,74.5,2000,NaN,NaN
3200,-20.5,74.5,2001,NaN,NaN
3201,-20.5,74.5,2001,NaN,NaN
3201,-20.5,74.5,2002,NaN,NaN
3202,-20.5,74.5,2002,NaN,NaN
3202,-20.5,74.5,2003,NaN,0.042957
3203,-20.5,74.5,2003,NaN,0.042957
3203,-20.5,74.5,2004,NaN,0.11074
3204,-20.5,74.5,2004,NaN,0.11074
3204,-20.5,74.5,2005,NaN,NaN
3205,-20.5,74.5,1995,NaN,NaN
3205,-20.5,74.5,1996,NaN,NaN
3206,-20.5,74.5,1996,NaN,NaN
3206,-20.5,74.5,1997,NaN,NaN
3207,-20.5,74.5,1998,NaN,NaN
3207,-20.5,74.5,1999,NaN,NaN
3211,110.18,39.48,2005,NaN,0.11982
3211,110.18,39.48,2006,NaN,0.16485
3233,39.53,-69.02,1978,NaN,NaN
3233,39.53,-69.02,1979,NaN,NaN
3235,130.75,-12.5,1998,NaN,NaN
3235,130.75,-12.5,1999,NaN,NaN
3235,130.75,-12.5,2000,NaN,NaN
3238,-76.02,42.75,1994,NaN,NaN
3238,-76.02,42.75,1995,NaN,NaN
3239,-76.02,42.75,1995,NaN,NaN
3239,-76.02,42.75,1996,NaN,NaN
3243,-83.84,41.55,2004,NaN,1.6835
3243,-83.84,41.55,2005,NaN,1.2704
3245,-52.92,5.25,1993,NaN,NaN
3245,-52.92,5.25,1994,NaN,NaN
3253,127.23,37.45,2003,NaN,0.94889
3254,127.23,37.45,2003,NaN,0.94889
3255,127.23,37.45,2003,NaN,0.94889
3266,141.6,42.67,1998,NaN,NaN
3266,141.6,42.67,1999,NaN,NaN
3266,141.6,42.67,2000,NaN,NaN
3277,19.05,68.37,1973,NaN,NaN
3277,19.05,68.37,1974,NaN,NaN
3299,-96.55,39.1,1996,NaN,NaN
3303,-80.2,41.6,1993,NaN,NaN
3305,-149.42,68.63,1989,NaN,NaN
3305,-149.42,68.63,1990,NaN,NaN
3306,-149.42,68.63,1989,NaN,NaN
3306,-149.42,68.63,1990,NaN,NaN
3307,-122.23,37.4,1993,NaN,NaN
3309,-122.23,37.4,1993,NaN,NaN
3310,-122.23,37.4,1993,NaN,NaN
3314,-112.8,49.75,1983,NaN,NaN
3329,127.27,37.45,2000,NaN,NaN
3329,127.27,37.45,2001,NaN,NaN
3330,127.27,37.45,2000,NaN,NaN
3330,127.27,37.45,2001,NaN,NaN
3331,127.27,37.45,2000,NaN,NaN
3331,127.27,37.45,2001,NaN,NaN
3339,-43.67,-22.73,1997,NaN,NaN
3340,-43.67,-22.73,1997,NaN,NaN
3343,-81.9,35.9,2001,NaN,NaN
3343,-81.9,35.9,2002,NaN,NaN
3346,88,44,2004,NaN,0.1047
3346,88,44,2005,NaN,0.14716
3357,8,49.33,1979,NaN,NaN
3357,8,49.33,1980,NaN,NaN
3357,8,49.33,1981,NaN,NaN
3357,8,49.33,1982,NaN,NaN
3357,8,49.33,1983,NaN,NaN
3359,-76.5,42.4,1993,NaN,NaN
3359,-76.5,42.4,1994,NaN,NaN
3360,-76.5,42.4,1993,NaN,NaN
3360,-76.5,42.4,1994,NaN,NaN
3361,-76.5,42.4,1993,NaN,NaN
3361,-76.5,42.4,1994,NaN,NaN
3362,-76.5,42.4,1993,NaN,NaN
3362,-76.5,42.4,1994,NaN,NaN
3366,140.1,36.1,2004,NaN,0.7765
3369,18.54,49.5,1998,NaN,NaN
3369,18.54,49.5,1999,NaN,NaN
3374,-60,-3,1986,NaN,NaN
3374,-60,-3,1987,NaN,NaN
3375,-105.58,40.05,1993,NaN,NaN
3375,-105.58,40.05,1994,NaN,NaN
3376,-105.58,40.05,1993,NaN,NaN
3376,-105.58,40.05,1994,NaN,NaN
3377,-105.83,39.5,1995,NaN,NaN
3377,-105.83,39.5,1996,NaN,NaN
3378,-105.83,39.5,1995,NaN,NaN
3378,-105.83,39.5,1996,NaN,NaN
3379,-105.83,39.5,1995,NaN,NaN
3379,-105.83,39.5,1996,NaN,NaN
3380,-105.83,39.5,1995,NaN,NaN
3380,-105.83,39.5,1996,NaN,NaN
3381,-105.67,40.28,1993,NaN,NaN
3381,-105.67,40.28,1994,NaN,NaN
3397,112.54,23.15,2003,NaN,1.3371
3398,112.54,23.15,2003,NaN,1.3371
3399,112.54,23.15,2003,NaN,1.3371
3400,-71.59,-13.191,2007,0.93818,0.61044
3401,124.9,41.85,2005,NaN,0.68939
3401,124.9,41.85,2006,NaN,0.7834
3402,124.9,41.85,2005,NaN,0.68939
3402,124.9,41.85,2006,NaN,0.7834
3403,124.9,41.85,2005,NaN,0.68939
3403,124.9,41.85,2006,NaN,0.7834
3407,84.841,45.411,2004,NaN,0.16459
3407,84.841,45.411,2005,NaN,0.11949
3408,84.855,45.4,2004,NaN,0.16459
3408,84.855,45.4,2005,NaN,0.11949
3409,84.858,45.383,2004,NaN,0.16459
3409,84.858,45.383,2005,NaN,0.11949
3410,84.857,45.385,2004,NaN,0.16459
3410,84.857,45.385,2005,NaN,0.11949
3411,84.858,45.398,2004,NaN,0.16459
3411,84.858,45.398,2005,NaN,0.11949
3412,84.857,45.397,2004,NaN,0.16459
3412,84.857,45.397,2005,NaN,0.11949
3413,116.28,42.033,2005,NaN,0.27802
3413,116.28,42.033,2006,NaN,0.3325
3413,116.28,42.033,2007,0.50793,0.25629
3413,116.28,42.033,2008,0.49688,0.30117
3430,-16.6,28.583,2006,NaN,NaN
3430,-16.6,28.583,2007,NaN,NaN
3454,-90.085,45.818,2004,NaN,1.0267
3454,-90.085,45.818,2005,NaN,1.098
3455,-90.155,45.795,2004,NaN,1.0267
3455,-90.155,45.795,2005,NaN,1.098
3456,-90.123,45.76,2004,NaN,1.0267
3456,-90.123,45.76,2005,NaN,1.098
3457,-90.101,45.778,2004,NaN,1.0267
3457,-90.101,45.778,2005,NaN,1.098
3458,-89.348,46.242,2004,NaN,0.88737
3458,-89.348,46.242,2005,NaN,1.0278
3481,-82.329,39.989,2005,NaN,1.4588
3489,119.23,31.983,2004,NaN,0.87982
3489,119.23,31.983,2005,NaN,0.96998
3490,119.23,31.983,2004,NaN,0.87982
3490,119.23,31.983,2005,NaN,0.96998
3491,99.45,15.333,2002,NaN,NaN
3491,99.45,15.333,2003,NaN,1.7651
3491,99.45,15.333,2004,NaN,1.6955
3491,99.45,15.333,2005,NaN,1.6042
3492,-1.8,38.1,2005,NaN,0.19526
3492,-1.8,38.1,2006,NaN,0.33999
3492,-1.8,38.1,2007,0.81359,0.3978
3493,-1.8,38.1,2005,NaN,0.19526
3493,-1.8,38.1,2006,NaN,0.33999
3493,-1.8,38.1,2007,0.81359,0.3978
3501,24.283,61.85,1996,NaN,NaN
3501,24.283,61.85,1997,NaN,NaN
3502,24.283,61.85,1997,NaN,NaN
3502,24.283,61.85,1998,NaN,NaN
3503,24.283,61.85,1998,NaN,NaN
3503,24.283,61.85,1999,NaN,NaN
3504,24.283,61.85,1999,NaN,NaN
3504,24.283,61.85,2000,NaN,NaN
3505,24.283,61.85,2000,NaN,NaN
3505,24.283,61.85,2001,NaN,NaN
3506,24.283,61.85,2001,NaN,NaN
3506,24.283,61.85,2002,NaN,NaN
3507,24.283,61.85,2002,NaN,NaN
3507,24.283,61.85,2003,NaN,0.43336
3508,24.283,61.85,2003,NaN,0.43336
3508,24.283,61.85,2004,NaN,0.40312
3509,24.283,61.85,2004,NaN,0.40312
3509,24.283,61.85,2005,NaN,0.45332
3510,24.283,61.85,2005,NaN,0.45332
3510,24.283,61.85,2006,NaN,0.44405
3511,24.283,61.85,2006,NaN,0.44405
3511,24.283,61.85,2007,0.66282,0.40882
3512,10.079,42.585,2003,NaN,0.67256
3512,10.079,42.585,2004,NaN,0.7698
3512,10.079,42.585,2005,NaN,0.81451
3513,10.079,42.585,2003,NaN,0.67256
3513,10.079,42.585,2004,NaN,0.7698
3513,10.079,42.585,2005,NaN,0.81451
3514,10.079,42.585,2003,NaN,0.67256
3514,10.079,42.585,2004,NaN,0.7698
3514,10.079,42.585,2005,NaN,0.81451
3539,11.639,47.581,2004,NaN,1.0405
3539,11.639,47.581,2005,NaN,0.93974
3540,11.639,47.581,2005,NaN,0.93974
3540,11.639,47.581,2006,NaN,0.86441
3543,101.02,24.533,2003,NaN,0.8772
3543,101.02,24.533,2004,NaN,0.8481
3551,101.02,24.533,2004,NaN,0.8481
3551,101.02,24.533,2005,NaN,0.90038
3559,101.02,24.533,2005,NaN,0.90038
3559,101.02,24.533,2006,NaN,1.0231
3567,-72.183,42.533,2002,NaN,NaN
3567,-72.183,42.533,2003,NaN,1.1222
3568,-72.183,42.533,2002,NaN,NaN
3568,-72.183,42.533,2003,NaN,1.1222
3569,-72.183,42.533,2002,NaN,NaN
3569,-72.183,42.533,2003,NaN,1.1222
3570,-72.183,42.533,2002,NaN,NaN
3570,-72.183,42.533,2003,NaN,1.1222
3571,-72.183,42.533,2002,NaN,NaN
3571,-72.183,42.533,2003,NaN,1.1222
3572,-68.733,45.2,2004,NaN,0.83627
3572,-68.733,45.2,2005,NaN,1.109
3573,-68.733,45.2,2004,NaN,0.83627
3573,-68.733,45.2,2005,NaN,1.109
3574,-68.733,45.2,2004,NaN,0.83627
3574,-68.733,45.2,2005,NaN,1.109
3575,-68.733,45.2,2004,NaN,0.83627
3575,-68.733,45.2,2005,NaN,1.109
3576,-68.733,45.2,2004,NaN,0.83627
3576,-68.733,45.2,2005,NaN,1.109
3581,120.8,23.483,2003,NaN,1.1175
3581,120.8,23.483,2004,NaN,0.8343
3582,120.8,23.483,2003,NaN,1.1175
3582,120.8,23.483,2004,NaN,0.8343
3583,-3.4667,53.05,2001,NaN,NaN
3583,-3.4667,53.05,2002,NaN,NaN
3583,-3.4667,53.05,2003,NaN,0.90714
3583,-3.4667,53.05,2004,NaN,0.86427
3583,-3.4667,53.05,2005,NaN,0.90442
3584,10.95,56.383,2001,NaN,NaN
3584,10.95,56.383,2002,NaN,NaN
3584,10.95,56.383,2003,NaN,0.70778
3584,10.95,56.383,2004,NaN,0.45236
3584,10.95,56.383,2005,NaN,0.45658
3585,5.92,52.4,2001,NaN,NaN
3585,5.92,52.4,2002,NaN,NaN
3585,5.92,52.4,2003,NaN,1.1462
3585,5.92,52.4,2004,NaN,0.9995
3585,5.92,52.4,2005,NaN,1.0293
3586,19.383,46.883,2001,NaN,NaN
3586,19.383,46.883,2002,NaN,NaN
3586,19.383,46.883,2003,NaN,0.97242
3586,19.383,46.883,2004,NaN,1.1636
3586,19.383,46.883,2005,NaN,1.0927
3587,1.8167,41.3,2001,NaN,NaN
3587,1.8167,41.3,2002,NaN,NaN
3587,1.8167,41.3,2003,NaN,0.60783
3587,1.8167,41.3,2004,NaN,0.72735
3587,1.8167,41.3,2005,NaN,0.4926
3588,8.15,40.6,2001,NaN,NaN
3588,8.15,40.6,2002,NaN,NaN
3588,8.15,40.6,2003,NaN,0.45324
3588,8.15,40.6,2004,NaN,0.6781
3588,8.15,40.6,2005,NaN,0.50099
3607,20.3,63.833,2006,NaN,0.28689
3607,20.3,63.833,2007,0.48366,0.25871
3611,93.083,35.217,1999,NaN,NaN
3611,93.083,35.217,2000,NaN,NaN
3612,93.083,35.217,2000,NaN,NaN
3612,93.083,35.217,2001,NaN,NaN
3615,-110.9,46.917,2004,NaN,0.30414
3615,-110.9,46.917,2005,NaN,0.43017
3616,-110.9,46.917,2005,NaN,0.43017
3616,-110.9,46.917,2006,NaN,0.31849
3617,-110.9,46.917,2004,NaN,0.30414
3617,-110.9,46.917,2005,NaN,0.43017
3618,-110.9,46.917,2005,NaN,0.43017
3618,-110.9,46.917,2006,NaN,0.31849
3619,-85.5,35.083,2003,NaN,1.6214
3619,-85.5,35.083,2004,NaN,1.6328
3629,11.661,48.419,2001,NaN,NaN
3629,11.661,48.419,2002,NaN,NaN
3630,11.661,48.419,2001,NaN,NaN
3630,11.661,48.419,2002,NaN,NaN
3631,11.661,48.419,2002,NaN,NaN
3631,11.661,48.419,2003,NaN,1.025
3632,11.661,48.419,2002,NaN,NaN
3632,11.661,48.419,2003,NaN,1.025
3633,11.661,48.419,2003,NaN,1.025
3633,11.661,48.419,2004,NaN,1.2339
3634,11.661,48.419,2003,NaN,1.025
3634,11.661,48.419,2004,NaN,1.2339
3638,11.867,50.133,2005,NaN,1.0453
3638,11.867,50.133,2006,NaN,0.97237
3640,11.867,50.133,2005,NaN,1.0453
3640,11.867,50.133,2006,NaN,0.97237
3642,11.867,50.133,2006,NaN,0.97237
3642,11.867,50.133,2007,1.2657,1.0615
3644,11.867,50.133,2007,1.2657,1.0615
3644,11.867,50.133,2008,1.1817,1.0248
3650,23.85,65.917,2002,NaN,NaN
3650,23.85,65.917,2003,NaN,0.32379
3653,126.63,47.433,2005,NaN,0.70825
3653,126.63,47.433,2006,NaN,0.73936
3654,126.63,47.433,2005,NaN,0.70825
3654,126.63,47.433,2006,NaN,0.73936
3658,24.283,61.85,2001,NaN,NaN
3658,24.283,61.85,2002,NaN,NaN
3659,24.283,61.85,2002,NaN,NaN
3659,24.283,61.85,2003,NaN,0.43336
3660,24.283,61.85,2003,NaN,0.43336
3660,24.283,61.85,2004,NaN,0.40312
3661,24.283,61.85,2004,NaN,0.40312
3661,24.283,61.85,2005,NaN,0.45332
3662,24.283,61.85,2005,NaN,0.45332
3662,24.283,61.85,2006,NaN,0.44405
3663,24.283,61.85,2006,NaN,0.44405
3663,24.283,61.85,2007,0.66282,0.40882
3664,-89.833,34.4,2005,NaN,1.537
3665,-89.833,34.4,2005,NaN,1.537
3666,-89.833,34.4,2005,NaN,1.537
3667,-89.833,34.4,2005,NaN,1.537
3691,-79.833,9.1,2005,NaN,1.5076
3691,-79.833,9.1,2006,NaN,1.3149
3692,-82.25,8.75,2005,NaN,1.8068
3692,-82.25,8.75,2006,NaN,1.719
3695,-79.833,9.1,2006,NaN,1.3149
3695,-79.833,9.1,2007,1.5452,1.225
3696,-82.25,8.75,2006,NaN,1.719
3696,-82.25,8.75,2007,2.1679,1.5121
3699,-79.833,9.1,2007,1.5452,1.225
3699,-79.833,9.1,2008,1.3758,1.2678
3700,-82.25,8.75,2007,2.1679,1.5121
3700,-82.25,8.75,2008,2.2759,1.876
3710,114.03,4.333,2002,NaN,NaN
3710,114.03,4.333,2003,NaN,1.564
3710,114.03,4.333,2004,NaN,1.9356
3710,114.03,4.333,2005,NaN,1.6377
3711,109.18,39.383,2005,NaN,0.07428
3711,109.18,39.383,2006,NaN,0.06808
3712,110.18,39.483,2005,NaN,0.11982
3712,110.18,39.483,2006,NaN,0.16485
3713,109.18,39.383,2005,NaN,0.07428
3713,109.18,39.383,2006,NaN,0.06808
3714,116.73,42.1,2004,NaN,0.4319
3714,116.73,42.1,2005,NaN,0.27802
3715,116.73,42.1,2004,NaN,0.4319
3715,116.73,42.1,2005,NaN,0.27802
3716,116.73,42.1,2004,NaN,0.4319
3716,116.73,42.1,2005,NaN,0.27802
3717,116.73,42.1,2004,NaN,0.4319
3717,116.73,42.1,2005,NaN,0.27802
3720,116.52,43.917,2000,NaN,NaN
3720,116.52,43.917,2001,NaN,NaN
3720,116.52,43.917,2002,NaN,NaN
3722,114.17,-2.2111,2001,NaN,NaN
3722,114.17,-2.2111,2002,NaN,NaN
3723,114.17,-2.2111,2003,NaN,1.814
3723,114.17,-2.2111,2004,NaN,1.9108
3724,114.17,-2.2111,2004,NaN,1.9108
3724,114.17,-2.2111,2005,NaN,1.9779
3725,140.94,40.001,2003,NaN,0.80893
3725,140.94,40.001,2004,NaN,0.6214
3726,140.94,40.001,2004,NaN,0.6214
3726,140.94,40.001,2005,NaN,0.51716
3727,35.05,31.333,1999,NaN,NaN
3728,35.05,31.333,2000,NaN,NaN
3729,35.05,31.333,2001,NaN,NaN
3730,35.05,31.333,2002,NaN,NaN
3731,35.05,31.333,2003,NaN,0.093216
3732,35.05,31.333,2004,NaN,0.081124
3733,35.05,31.333,2005,NaN,0.13047
3734,-106.2,53.6,2002,NaN,NaN
3734,-106.2,53.6,2003,NaN,0.53572
3735,-105.1,53.9,2002,NaN,NaN
3735,-105.1,53.9,2003,NaN,0.39729
3736,-104.6,53.9,2002,NaN,NaN
3736,-104.6,53.9,2003,NaN,0.57071
3757,112.55,23.167,2005,NaN,1.385
3762,-83.849,41.563,2005,NaN,1.2704
3773,-122.22,44.217,2002,NaN,NaN
3773,-122.22,44.217,2003,NaN,0.80874
3786,-125.34,49.869,1997,NaN,NaN
3786,-125.34,49.869,1998,NaN,NaN
3786,-125.34,49.869,1999,NaN,NaN
3786,-125.34,49.869,2000,NaN,NaN
3786,-125.34,49.869,2001,NaN,NaN
3786,-125.34,49.869,2002,NaN,NaN
3786,-125.34,49.869,2003,NaN,0.64733
3786,-125.34,49.869,2004,NaN,0.83395
3786,-125.34,49.869,2005,NaN,0.54972
3786,-125.34,49.869,2006,NaN,0.53247
3797,-3.0726,10.866,2004,NaN,1.1156
3797,-3.0726,10.866,2005,NaN,1.1548
3799,-3.0726,10.866,2004,NaN,1.1156
3799,-3.0726,10.866,2005,NaN,1.1548
3805,-74.342,49.692,2004,NaN,0.44889
3805,-74.342,49.692,2005,NaN,0.53478
3814,116.27,42.033,2003,NaN,0.4827
3814,116.27,42.033,2004,NaN,0.4319
3822,9.8671,46.773,2005,NaN,0.76222
3822,9.8671,46.773,2006,NaN,0.62636
3823,9.8671,46.773,2006,NaN,0.62636
3823,9.8671,46.773,2007,0.58791,0.82729
3830,-162.2,67.483,2007,0.27668,0.17222
3831,-162.2,67.483,2007,0.27668,0.17222
3832,-162.2,67.483,2007,0.27668,0.17222
3833,-162.2,67.483,2007,0.27668,0.17222
3834,-162.2,67.483,2007,0.27668,0.17222
3835,-162.2,67.483,2007,0.27668,0.17222
3836,-162.2,67.483,2007,0.27668,0.17222
3847,-4.0478,40.849,2005,NaN,0.59693
3848,-4.0478,40.844,2005,NaN,0.59693
3849,-4.0478,40.85,2005,NaN,0.59693
3850,-4.0428,40.854,2005,NaN,0.59693
3851,11.639,47.581,2004,NaN,1.0405
3851,11.639,47.581,2005,NaN,0.93974
3852,11.639,47.581,2005,NaN,0.93974
3852,11.639,47.581,2006,NaN,0.86441
3864,121.5,50.933,2002,NaN,NaN
3864,121.5,50.933,2003,NaN,0.4761
3864,121.5,50.933,2004,NaN,0.57335
3864,121.5,50.933,2005,NaN,0.56933
3865,128.08,42.4,2002,NaN,NaN
3865,128.08,42.4,2003,NaN,0.77712
3865,128.08,42.4,2004,NaN,0.80045
3865,128.08,42.4,2005,NaN,0.79865
3866,112.57,23.167,2002,NaN,NaN
3866,112.57,23.167,2003,NaN,1.3371
3866,112.57,23.167,2004,NaN,1.2065
3866,112.57,23.167,2005,NaN,1.385
3867,101.27,21.933,2002,NaN,NaN
3867,101.27,21.933,2003,NaN,1.8565
3867,101.27,21.933,2004,NaN,1.7393
3867,101.27,21.933,2005,NaN,1.8718
3868,118.13,27.033,2004,NaN,1.2096
3868,118.13,27.033,2005,NaN,1.2029
3869,118.13,27.033,2004,NaN,1.2096
3869,118.13,27.033,2005,NaN,1.2029
3874,118.13,27.033,2005,NaN,1.2029
3874,118.13,27.033,2006,NaN,1.265
3875,118.13,27.033,2005,NaN,1.2029
3875,118.13,27.033,2006,NaN,1.265
3880,118.13,27.033,2006,NaN,1.265
3880,118.13,27.033,2007,1.4934,1.2079
3881,118.13,27.033,2006,NaN,1.265
3881,118.13,27.033,2007,1.4934,1.2079
3898,135.85,34.783,2004,NaN,0.71174
3899,135.85,34.783,2004,NaN,0.71174
3900,130.72,33.133,2004,NaN,1.0898
3901,130.72,33.133,2004,NaN,1.0898
3902,130.72,33.133,2004,NaN,1.0898
3903,130.72,33.133,2004,NaN,1.0898
3904,8.3644,47.478,2005,NaN,1.1438
3904,8.3644,47.478,2006,NaN,1.0701
3905,8.3644,47.478,2006,NaN,1.0701
3905,8.3644,47.478,2007,1.7339,1.0614
3958,113.03,28.108,2005,NaN,1.236
3958,113.03,28.108,2006,NaN,1.443
3959,113.03,28.108,2005,NaN,1.236
3959,113.03,28.108,2006,NaN,1.443
3970,110.5,31,2007,1.5728,1.1024
3970,110.5,31,2008,1.2844,1.3468
3991,-111.76,35.089,2006,NaN,0.059203
3991,-111.76,35.089,2007,0.72206,0.15615
3993,-111.77,35.445,2006,NaN,0.059203
3993,-111.77,35.445,2007,0.72206,0.15615
3994,-111.76,35.089,2006,NaN,0.059203
3994,-111.76,35.089,2007,0.72206,0.15615
3996,-111.77,35.445,2006,NaN,0.059203
3996,-111.77,35.445,2007,0.72206,0.15615
4003,-83.617,8.7167,2007,1.4226,1.695
4003,-83.617,8.7167,2008,1.5597,2.1198
4006,116.68,42.45,2005,NaN,0.27802
4006,116.68,42.45,2006,NaN,0.3325
4010,116.68,42.45,2006,NaN,0.3325
4010,116.68,42.45,2007,0.57272,0.25629
4014,-125.34,49.869,2006,NaN,0.53247
4014,-125.34,49.869,2007,0.84734,0.56997
4016,-125.34,49.869,2007,0.84734,0.56997
4016,-125.34,49.869,2008,0.85366,0.61911
4026,-145.73,63.883,2002,NaN,NaN
4026,-145.73,63.883,2003,NaN,0.11218
4027,-145.73,63.883,2002,NaN,NaN
4027,-145.73,63.883,2003,NaN,0.11218
4028,-148.32,64.7,2002,NaN,NaN
4028,-148.32,64.7,2003,NaN,0.26495
4029,-60.4,53.333,2007,0.37299,0.2111
4029,-60.4,53.333,2008,0.3858,0.28672
4031,-60.4,53.333,2007,0.37299,0.2111
4031,-60.4,53.333,2008,0.3858,0.28672
4032,-63.63,48.965,2003,NaN,0.66378
4032,-63.63,48.965,2004,NaN,0.78432
4032,-63.63,48.965,2005,NaN,0.89574
4035,-63.402,48.887,2003,NaN,0.66378
4035,-63.402,48.887,2004,NaN,0.78432
4035,-63.402,48.887,2005,NaN,0.89574
4038,16.1,78.167,2007,NaN,0.072409
4039,16.1,78.167,2007,NaN,0.072409
4040,16.1,78.167,2007,NaN,0.072409
4041,16.1,78.167,2007,NaN,0.072409
4045,18.5,68.333,2006,NaN,NaN
4045,18.5,68.333,2007,0.04572,NaN
4046,18.5,68.333,2006,NaN,NaN
4046,18.5,68.333,2007,0.04572,NaN
4047,16.1,78.167,2006,NaN,0.080324
4047,16.1,78.167,2007,NaN,0.072409
4048,16.1,78.167,2006,NaN,0.080324
4048,16.1,78.167,2007,NaN,0.072409
4049,-74.432,49.693,2004,NaN,0.44889
4049,-74.432,49.693,2005,NaN,0.53478
4050,-145.73,63.917,2005,NaN,0.24228
4050,-145.73,63.917,2006,NaN,0.018521
4050,-145.73,63.917,2007,0.32076,0.25822
4050,-145.73,63.917,2008,0.1581,0.151
4052,13.583,57.25,2003,NaN,0.50419
4052,13.583,57.25,2004,NaN,0.54545
4055,13.583,57.25,2004,NaN,0.54545
4055,13.583,57.25,2005,NaN,0.51598
4058,13.583,57.25,2007,0.82332,0.49153
4061,13.733,57.183,2003,NaN,0.50419
4061,13.733,57.183,2004,NaN,0.54545
4063,13.733,57.183,2004,NaN,0.54545
4063,13.733,57.183,2005,NaN,0.51598
4093,101.27,21.927,2002,NaN,NaN
4093,101.27,21.927,2003,NaN,1.8565
4093,101.27,21.927,2004,NaN,1.7393
4093,101.27,21.927,2005,NaN,1.8718
4093,101.27,21.927,2006,NaN,1.8022
